matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOboxOwnGoal,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,punches,redCard,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,wonContest,wonCorners,wonTackle,yellowCard
284235,24,2010-01-30 15:00:00,30,Bolton,Away,58.0,13.0,,7.0,7.0,4.0,,101.0,2.0,1.0,,12.0,9.0,29.0,152.0,,,18.0,15.0,15.0,3.0,,,1.0,,1.0,,,1.0,1.0,,,,,4.0,,,,,2.0,11.0,9.0,,,41.0,3.0,2.0,4.0,,3.0,10.0,8.0,,8.0,2.0,44.0,55.0,3.0,27.0,8.0,,,82.0,13.0,12.0,,,2.0,,1.0,,,,,,9.0,,2.0,1.0,21.0,,18.0,17.0,4.0,2.0,74.0,29.0,11.0,,2.0,1.0,1.0,,9.0,1.0,31.0,40.0,33.0,,,,,,165.0,145.0,,19.0,11.0,35.0,,,2.0,0.0,2.0,1.0,,,2.0,1.0,5.0,,3.0,66.0,,3.0,78.0,22.0,47.0,15.0,3.0,21.0,18.0,1.0,122.0,17.0,184.0,2.0,1.0,35.0,11.0,58.0,,241.0,,0.0,8.0,19.0,2.0,37.0,3.0,483.0,,9.0,3.0,16.0,0.0
284241,25,2010-02-06 15:00:00,30,Bolton,Home,118.0,21.0,,7.0,7.0,5.0,,192.0,3.0,1.0,2.0,23.0,11.0,55.0,303.0,,3.0,19.0,11.0,24.0,13.0,1.0,,,,,,,1.0,,,,,,,,,,,2.0,3.0,4.0,,,54.0,,8.0,8.0,,2.0,4.0,10.0,,9.0,,47.0,68.0,,26.0,17.0,,,115.0,9.0,14.0,,,,,1.0,,,,,,5.0,,1.0,,25.0,1.0,23.0,23.0,,2.0,105.0,58.0,5.0,,4.0,10.0,8.0,,3.0,,71.0,49.0,41.0,,,,,,196.0,183.0,1.0,16.0,25.0,50.1,,,,0.0,,,,,,,5.0,,3.0,106.0,,14.0,134.0,47.0,39.0,16.0,2.0,22.0,20.0,,199.0,26.0,324.0,1.0,1.0,45.0,12.0,91.0,1.0,436.0,,0.0,21.0,24.0,5.0,32.0,0.0,711.0,,6.0,2.0,19.0,0.0
284259,26,2010-02-09 19:45:00,30,Bolton,Away,89.0,19.0,2.0,5.0,3.0,7.0,,136.0,6.0,1.0,4.0,13.0,10.0,20.0,220.0,,2.0,12.0,11.0,19.0,8.0,1.0,,,,,,,1.0,,,,,,,,,1.0,,2.0,7.0,3.0,,,64.0,3.0,1.0,6.0,,3.0,11.0,5.0,,10.0,,52.0,54.0,3.0,18.0,12.0,,1.0,83.0,20.0,11.0,,,,,1.0,,,,,,8.0,,,1.0,19.0,1.0,24.0,23.0,,4.0,85.0,42.0,6.0,,6.0,3.0,4.0,,2.0,,47.0,36.0,34.0,1.0,1.0,1.0,,,162.0,148.0,2.0,27.0,25.0,41.4,1.0,,,0.0,,1.0,,,,,8.0,,2.0,73.0,,9.0,98.0,34.0,32.0,13.0,3.0,24.0,21.0,,146.0,18.0,248.0,1.0,1.0,39.0,14.0,48.0,1.0,322.0,,0.0,13.0,17.0,5.0,20.0,2.0,588.0,,7.0,3.0,11.0,0.0
284262,27,2010-02-21 12:00:00,30,Bolton,Away,54.0,17.0,,9.0,9.0,9.0,,175.0,4.0,3.0,5.0,13.0,9.0,25.0,220.0,,2.0,19.0,23.0,20.0,8.0,,,,,,,,,,,,1.0,,,,,,,1.0,10.0,3.0,,,61.0,3.0,3.0,5.0,2.0,3.0,16.0,7.0,,16.0,1.0,62.0,69.0,3.0,23.0,7.0,,,87.0,12.0,15.0,,,,,,,,,,,7.0,,2.0,,16.0,,14.0,12.0,1.0,5.0,91.0,51.0,8.0,,4.0,4.0,5.0,,4.0,,50.0,62.0,32.0,,,,,,198.0,183.0,6.0,20.0,19.0,59.0,,,1.0,0.0,4.0,,,,3.0,,4.0,,3.0,108.0,,8.0,73.0,33.0,38.0,13.0,1.0,28.0,27.0,,179.0,31.0,303.0,3.0,3.0,31.0,15.0,62.0,2.0,348.0,2.0,0.0,12.0,27.0,5.0,28.0,1.0,632.0,,7.0,3.0,18.0,0.0
284271,28,2010-02-27 15:00:00,30,Bolton,Home,55.0,12.0,1.0,5.0,4.0,8.0,,138.0,2.0,1.0,1.0,10.0,7.0,21.0,188.0,1.0,2.0,16.0,18.0,18.0,10.0,2.0,,3.0,,,,,,,,,,,,,,,,1.0,3.0,5.0,,,59.0,9.0,1.0,3.0,,5.0,18.0,7.0,1.0,12.0,1.0,49.0,52.0,9.0,36.0,13.0,,,77.0,11.0,6.0,,1.0,,,,1.0,,1.0,1.0,,7.0,,3.0,1.0,26.0,,25.0,24.0,1.0,1.0,83.0,37.0,11.0,,6.0,7.0,8.0,,2.0,,36.0,65.0,32.0,,,,,,223.0,196.0,3.0,19.0,26.0,44.6,,,3.0,0.0,1.0,1.0,,,,3.0,8.0,,3.0,85.0,,13.0,93.0,33.0,63.0,9.0,5.0,32.0,27.0,,151.0,19.0,255.0,3.0,1.0,30.0,8.0,53.0,3.0,316.0,1.0,0.0,17.0,25.0,7.0,30.0,0.0,638.0,,3.0,7.0,21.0,0.0
284287,29,2010-03-06 15:00:00,30,Bolton,Away,59.0,11.0,1.0,7.0,6.0,11.0,,131.0,10.0,1.0,1.0,10.0,10.0,16.0,183.0,,,16.0,14.0,19.0,9.0,1.0,,1.0,,,,,,,,,,,,,1.0,,,1.0,13.0,9.0,,,59.0,1.0,4.0,10.0,,3.0,7.0,5.0,,10.0,2.0,65.0,69.0,1.0,22.0,10.0,,,100.0,24.0,13.0,1.0,,,,,2.0,,2.0,2.0,,16.0,,3.0,,33.0,1.0,20.0,20.0,2.0,1.0,100.0,51.0,6.0,1.0,4.0,8.0,5.0,,5.0,,58.0,50.0,25.0,,,,,,203.0,167.0,1.0,20.0,28.0,41.6,1.0,,2.0,0.0,3.0,1.0,,1.0,3.0,1.0,8.0,,2.0,65.0,,12.0,77.0,34.0,58.0,17.0,3.0,17.0,14.0,,141.0,26.0,242.0,4.0,1.0,30.0,12.0,49.0,1.0,302.0,,1.0,17.0,27.0,2.0,30.0,4.0,615.0,,10.0,3.0,15.0,0.0
284291,30,2010-03-13 15:00:00,30,Bolton,Home,62.0,10.0,1.0,3.0,2.0,3.0,,78.0,7.0,,3.0,8.0,13.0,15.0,137.0,,2.0,14.0,15.0,11.0,2.0,1.0,,,,,,,1.0,,,,,,,1.0,,,,1.0,10.0,4.0,,,56.0,4.0,2.0,17.0,,3.0,2.0,4.0,,17.0,1.0,74.0,72.0,4.0,25.0,12.0,,,73.0,23.0,14.0,2.0,,,,1.0,2.0,,,2.0,,14.0,,2.0,2.0,20.0,,25.0,25.0,,4.0,85.0,35.0,6.0,2.0,1.0,4.0,5.0,,2.0,,33.0,28.0,24.0,,,,,1.0,171.0,157.0,1.0,20.0,18.0,40.6,,,,0.0,4.0,1.0,,,2.0,,2.0,1.0,3.0,48.0,,5.0,90.0,28.0,39.0,11.0,3.0,13.0,10.0,,109.0,16.0,171.0,2.0,,27.0,15.0,51.0,3.0,248.0,1.0,0.0,9.0,40.0,5.0,18.0,1.0,533.0,,7.0,3.0,32.0,0.0
284303,31,2010-03-20 15:00:00,30,Bolton,Away,58.0,12.0,1.0,5.0,4.0,11.0,,100.0,4.0,1.0,2.0,8.0,12.0,20.0,153.0,,1.0,20.0,11.0,20.0,6.0,1.0,,,,,,1.0,1.0,,,,,,,,,,,4.0,11.0,10.0,,,45.0,3.0,3.0,9.0,,1.0,5.0,2.0,,12.0,3.0,54.0,60.0,3.0,35.0,18.0,,,78.0,17.0,12.0,,,,,1.0,,,,,,12.0,,,,29.0,,17.0,17.0,,2.0,89.0,36.0,6.0,,2.0,5.0,3.0,,8.0,,44.0,28.0,28.0,,,,,,161.0,144.0,,21.0,11.0,33.4,,,1.0,0.0,1.0,3.0,,,1.0,,3.0,,3.0,49.0,,7.0,75.0,30.0,52.0,8.0,1.0,11.0,10.0,,111.0,27.0,195.0,,2.0,25.0,12.0,55.0,1.0,259.0,,1.0,9.0,25.0,3.0,26.0,1.0,514.0,,3.0,3.0,13.0,0.0
284311,32,2010-03-27 17:30:00,30,Bolton,Home,90.0,13.0,3.0,9.0,6.0,5.0,3.0,166.0,2.0,1.0,,15.0,16.0,25.0,247.0,,1.0,8.0,21.0,11.0,14.0,4.0,,,,,,,1.0,1.0,,,,,13.0,,,,,3.0,8.0,6.0,,,60.0,3.0,9.0,7.0,,11.0,7.0,6.0,,14.0,2.0,59.0,51.0,3.0,20.0,8.0,1.0,,93.0,15.0,16.0,,,4.0,4.0,1.0,,,,,,10.0,,,1.0,16.0,,17.0,17.0,2.0,,94.0,40.0,6.0,,4.0,14.0,5.0,,2.0,1.0,35.0,34.0,41.0,,,,,,187.0,173.0,2.0,22.0,30.0,45.8,,,1.0,0.0,2.0,1.0,,,1.0,,4.0,,2.0,95.0,,18.0,109.0,29.0,34.0,7.0,11.0,28.0,17.0,,168.0,15.0,284.0,,1.0,44.0,19.0,68.0,,365.0,,0.0,18.0,20.0,3.0,19.0,0.0,575.0,,4.0,11.0,15.0,0.0
284322,33,2010-04-03 15:00:00,30,Bolton,Home,79.0,14.0,2.0,4.0,2.0,7.0,,159.0,5.0,,3.0,19.0,13.0,34.0,234.0,,,20.0,19.0,16.0,10.0,2.0,,,,,,,,,,,,,,,,,,2.0,12.0,4.0,,,55.0,,5.0,5.0,,5.0,12.0,6.0,,10.0,1.0,52.0,70.0,,19.0,9.0,,,83.0,13.0,14.0,,,,,,,,,,,10.0,,2.0,,17.0,,16.0,16.0,2.0,3.0,102.0,56.0,8.0,,4.0,8.0,5.0,,7.0,,58.0,50.0,34.0,,,,,,179.0,169.0,1.0,22.0,23.0,52.4,,,,0.0,4.0,,,,,,9.0,1.0,3.0,82.0,,12.0,102.0,35.0,29.0,15.0,5.0,26.0,21.0,,141.0,20.0,274.0,2.0,,41.0,16.0,69.0,1.0,350.0,1.0,0.0,19.0,30.0,2.0,30.0,4.0,625.0,,10.0,6.0,24.0,0.0
284332,34,2010-04-13 20:00:00,30,Bolton,Away,63.0,11.0,,1.0,1.0,10.0,,108.0,7.0,,4.0,13.0,8.0,24.0,170.0,,,18.0,6.0,21.0,4.0,,,,,,,,1.0,,,,,,,,,,,,12.0,9.0,,,46.0,3.0,4.0,11.0,,2.0,8.0,8.0,,15.0,4.0,60.0,66.0,3.0,18.0,7.0,,,79.0,22.0,13.0,,,,,1.0,,,,,,15.0,,1.0,,10.0,,16.0,16.0,2.0,5.0,91.0,46.0,5.0,,3.0,1.0,,,,,35.0,47.0,23.0,,,,,,172.0,166.0,,14.0,17.0,38.2,,,,0.0,5.0,2.0,,,1.0,,8.0,,2.0,64.0,,4.0,80.0,32.0,24.0,10.0,2.0,19.0,17.0,,129.0,27.0,216.0,1.0,,35.0,15.0,52.0,3.0,277.0,,0.0,12.0,28.0,,26.0,4.0,518.0,,4.0,2.0,17.0,0.0
284346,35,2010-04-17 15:00:00,30,Bolton,Away,70.0,12.0,,2.0,2.0,6.0,,129.0,7.0,1.0,2.0,11.0,15.0,30.0,197.0,,4.0,23.0,17.0,28.0,7.0,1.0,,2.0,1.0,,,,3.0,,,,,,,,,,,1.0,10.0,1.0,,,33.0,4.0,5.0,5.0,,1.0,5.0,3.0,,18.0,,50.0,65.0,3.0,30.0,24.0,,,83.0,5.0,10.0,,,,,3.0,1.0,,1.0,1.0,,11.0,,,,40.0,,12.0,12.0,1.0,2.0,98.0,45.0,5.0,2.0,3.0,6.0,3.0,,1.0,,65.0,42.0,28.0,,,,,,195.0,170.0,1.0,9.0,17.0,52.3,,,,0.0,3.0,,,,3.0,2.0,5.0,,3.0,66.0,,9.0,104.0,46.0,54.0,10.0,,8.0,8.0,,131.0,18.0,229.0,,1.0,30.0,19.0,74.0,,325.0,,0.0,13.0,22.0,7.0,32.0,2.0,577.0,,5.0,1.0,16.0,0.0
284352,36,2010-04-24 15:00:00,30,Bolton,Home,103.0,14.0,5.0,10.0,5.0,10.0,,172.0,7.0,,2.0,16.0,17.0,30.0,265.0,,2.0,26.0,10.0,19.0,5.0,4.0,,,,,,1.0,1.0,,,,,,,,,1.0,,4.0,11.0,5.0,,,59.0,1.0,1.0,9.0,,12.0,18.0,8.0,,9.0,3.0,57.0,68.0,1.0,12.0,5.0,1.0,,74.0,17.0,14.0,2.0,,,,1.0,2.0,,2.0,2.0,,12.0,,1.0,,11.0,2.0,18.0,18.0,,2.0,85.0,50.0,5.0,,4.0,7.0,10.0,,3.0,,77.0,43.0,34.0,,,,,,168.0,158.0,2.0,17.0,32.0,54.2,1.0,,,0.0,2.0,1.0,,,3.0,,5.0,1.0,3.0,92.0,,11.0,120.0,24.0,22.0,19.0,11.0,40.0,29.0,,145.0,19.0,280.0,1.0,,29.0,21.0,50.0,1.0,360.0,,0.0,16.0,28.0,4.0,32.0,1.0,648.0,,7.0,12.0,20.0,0.0
284368,37,2010-05-01 15:00:00,30,Bolton,Away,73.0,19.0,1.0,5.0,4.0,6.0,,121.0,13.0,2.0,1.0,6.0,14.0,18.0,189.0,,,16.0,13.0,17.0,8.0,1.0,,,,,,,1.0,,,,,,,,,,,2.0,7.0,13.0,,,53.0,7.0,5.0,20.0,1.0,5.0,8.0,6.0,,16.0,4.0,64.0,65.0,7.0,24.0,10.0,,1.0,89.0,12.0,11.0,,,,,1.0,,,,,,18.0,,1.0,2.0,19.0,,15.0,15.0,2.0,1.0,93.0,42.0,11.0,,4.0,5.0,2.0,,4.0,,38.0,44.0,29.0,,,,,,179.0,165.0,2.0,20.0,24.0,44.9,,,2.0,0.0,3.0,2.0,,,1.0,,5.0,1.0,3.0,59.0,,9.0,99.0,42.0,38.0,9.0,5.0,23.0,18.0,,119.0,19.0,224.0,1.0,2.0,22.0,15.0,47.0,3.0,300.0,,0.0,12.0,33.0,5.0,23.0,3.0,578.0,,4.0,7.0,26.0,0.0
284372,38,2010-05-09 16:00:00,30,Bolton,Home,65.0,11.0,1.0,9.0,8.0,8.0,,140.0,5.0,2.0,1.0,9.0,11.0,23.0,196.0,,3.0,13.0,9.0,25.0,9.0,1.0,,,,1.0,,,2.0,,,,,,,,,,1.0,1.0,12.0,2.0,,,47.0,3.0,2.0,10.0,,3.0,13.0,11.0,,5.0,4.0,44.0,66.0,3.0,19.0,11.0,,,65.0,19.0,14.0,2.0,,,,2.0,2.0,1.0,2.0,1.0,1.0,10.0,,1.0,1.0,31.0,1.0,26.0,25.0,,1.0,68.0,28.0,6.0,,5.0,7.0,6.0,,1.0,,40.0,49.0,28.0,,1.0,1.0,1.0,,166.0,139.0,1.0,19.0,17.0,41.5,1.0,,,0.0,5.0,1.0,,,1.0,,7.0,,3.0,93.0,,12.0,93.0,27.0,46.0,6.0,2.0,30.0,28.0,,139.0,18.0,229.0,1.0,2.0,25.0,14.0,51.0,3.0,292.0,,0.0,15.0,23.0,3.0,20.0,2.0,548.0,,4.0,3.0,18.0,0.0
