season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPenTarget,attPostHigh,attPostLeft,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,punches,redCard,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,winningGoal,wonContest,wonCorners,wonTackle,yellowCard,attFreekickPost,attLgRight,attPostRight,backwardPass,bigChanceCreated,bigChanceMissed,bigChanceScored,fwdPass,leftsidePass,overrun,penaltySave,rightsidePass,totalFastbreak,unsuccessfulTouch
2009-10,284360,37,2010-05-01 12:45:00,41,Birmingham,Home,196.0,6.0,2.0,6.0,4.0,7.0,,141.0,2.0,,3.0,14.0,16.0,25.0,331.0,,3.0,23.0,17.0,15.0,9.0,1.0,,2.0,,,,,,,,,,,,,,1.0,7.0,6.0,,,69.0,3.0,3.0,6.0,,7.0,11.0,3.0,,11.0,,50.0,55.0,3.0,21.0,6.0,,,,,,,98.0,12.0,11.0,2.0,,,,,2.0,,2.0,2.0,,,9.0,,1.0,,9.0,,19.0,19.0,,,3.0,101.0,43.0,8.0,,6.0,6.0,3.0,,4.0,,42.0,61.0,18.0,,,,,164.0,159.0,4.0,30.0,24.0,52.9,,1.0,0.0,,3.0,,,2.0,2.0,8.0,,,3.0,72.0,,12.0,218.0,25.0,26.0,13.0,7.0,23.0,16.0,132.0,16.0,246.0,1.0,,38.0,17.0,58.0,5.0,441.0,,0.0,14.0,20.0,8.0,28.0,2.0,700.0,,,9.0,6.0,16.0,0.0,,,,,,,,,,,,,,
2009-10,284372,38,2010-05-09 16:00:00,41,Birmingham,Away,130.0,23.0,2.0,6.0,4.0,8.0,,195.0,3.0,,4.0,6.0,32.0,32.0,319.0,2.0,,20.0,25.0,9.0,6.0,2.0,,,,,,1.0,,,,,,,1.0,,,4.0,7.0,8.0,,,52.0,5.0,1.0,4.0,,6.0,8.0,5.0,,12.0,1.0,66.0,44.0,5.0,10.0,9.0,,,,,,,100.0,17.0,18.0,1.0,,,,1.0,,,,,,,11.0,,,3.0,14.0,,19.0,18.0,2.0,,4.0,89.0,38.0,3.0,,6.0,2.0,7.0,,2.0,,55.0,52.0,24.0,,,,1.0,184.0,171.0,1.0,21.0,17.0,58.5,,,0.0,2.0,2.0,,,1.0,,6.0,,,2.0,103.0,,8.0,152.0,39.0,23.0,21.0,6.0,23.0,17.0,171.0,15.0,303.0,,,37.0,35.0,71.0,3.0,432.0,2.0,0.0,14.0,7.0,2.0,27.0,5.0,670.0,,,10.0,6.0,6.0,0.0,,,,,,,,,,,,,,
2010-11,321664,1,2010-08-14 15:00:00,41,Birmingham,Away,110.0,19.0,2.0,12.0,10.0,3.0,3.0,167.0,5.0,,6.0,14.0,15.0,25.0,265.0,,,20.0,18.0,20.0,7.0,1.0,,,,,,,1.0,,,,10.0,,,,,2.0,6.0,4.0,,,49.0,3.0,1.0,5.0,,5.0,14.0,7.0,2.0,6.0,,42.0,50.0,3.0,27.0,21.0,,,,,,,101.0,10.0,13.0,,,2.0,3.0,,2.0,1.0,2.0,,2.0,,8.0,,,,30.0,,6.0,6.0,,,6.0,99.0,45.0,3.0,,4.0,6.0,6.0,,1.0,1.0,47.0,74.0,39.0,1.0,1.0,1.0,,182.0,170.0,2.0,17.0,20.0,55.9,,,0.0,,1.0,,,1.0,,6.0,,,3.0,71.0,,10.0,126.0,39.0,39.0,4.0,4.0,28.0,24.0,145.0,11.0,288.0,1.0,1.0,46.0,17.0,75.0,1.0,386.0,,0.0,13.0,16.0,3.0,25.0,3.0,581.0,,,1.0,6.0,14.0,0.0,,,,55.0,2.0,1.0,1.0,176.0,72.0,,,83.0,,15.0
2010-11,321668,2,2010-08-21 15:00:00,41,Birmingham,Home,90.0,20.0,2.0,4.0,2.0,1.0,,154.0,3.0,,6.0,10.0,5.0,28.0,240.0,,,20.0,30.0,26.0,9.0,2.0,,1.0,,,,,,,,,8.0,,,,,2.0,12.0,3.0,,,40.0,6.0,5.0,8.0,,4.0,8.0,7.0,,14.0,3.0,68.0,50.0,6.0,33.0,20.0,,,,,,,104.0,14.0,14.0,,,2.0,2.0,,2.0,,1.0,1.0,1.0,,9.0,1.0,7.0,1.0,37.0,,9.0,8.0,,,7.0,90.0,35.0,12.0,2.0,3.0,10.0,5.0,,4.0,,50.0,64.0,33.0,,1.0,1.0,,195.0,170.0,1.0,12.0,12.0,56.0,,3.0,0.0,2.0,1.0,,,,1.0,3.0,,,3.0,85.0,,13.0,109.0,33.0,58.0,4.0,4.0,21.0,17.0,152.0,6.0,258.0,9.0,,50.0,6.0,73.0,3.0,346.0,,0.0,13.0,9.0,,28.0,2.0,565.0,,,1.0,4.0,8.0,0.0,,,,57.0,2.0,1.0,1.0,150.0,66.0,,1.0,73.0,1.0,12.0
2010-11,321680,3,2010-08-29 13:30:00,41,Birmingham,Away,99.0,13.0,1.0,6.0,5.0,3.0,1.0,97.0,1.0,,4.0,10.0,2.0,22.0,190.0,,,25.0,22.0,9.0,5.0,2.0,,2.0,,,,,,,,,6.0,,,,,1.0,7.0,8.0,,,44.0,4.0,1.0,5.0,,1.0,8.0,5.0,1.0,15.0,2.0,68.0,50.0,4.0,16.0,8.0,,2.0,,,,,93.0,18.0,19.0,,,3.0,2.0,,1.0,,1.0,1.0,,,9.0,2.0,2.0,1.0,17.0,,11.0,10.0,3.0,,4.0,98.0,23.0,6.0,1.0,4.0,4.0,4.0,,4.0,,56.0,38.0,22.0,1.0,1.0,1.0,,201.0,184.0,1.0,11.0,21.0,49.2,,1.0,0.0,1.0,2.0,,,2.0,2.0,4.0,,,2.0,41.0,,8.0,119.0,31.0,33.0,14.0,1.0,16.0,15.0,117.0,9.0,215.0,2.0,,55.0,2.0,74.0,2.0,318.0,2.0,0.0,9.0,17.0,2.0,31.0,3.0,514.0,,,5.0,1.0,11.0,0.0,,,,42.0,2.0,1.0,2.0,166.0,60.0,1.0,,50.0,2.0,5.0
2010-11,321688,4,2010-09-12 16:00:00,41,Birmingham,Home,125.0,11.0,1.0,8.0,7.0,2.0,1.0,137.0,2.0,,5.0,8.0,9.0,29.0,254.0,,,20.0,17.0,10.0,11.0,3.0,,,,1.0,,1.0,,,,,13.0,,,,,2.0,9.0,8.0,,,54.0,1.0,2.0,11.0,,4.0,9.0,10.0,,5.0,2.0,48.0,45.0,1.0,17.0,7.0,,,,,,,95.0,8.0,9.0,,,2.0,1.0,1.0,,,,,,,9.0,,2.0,,21.0,,19.0,16.0,1.0,,5.0,88.0,28.0,3.0,,10.0,4.0,2.0,,8.0,,73.0,48.0,31.0,,,,,182.0,160.0,1.0,18.0,23.0,43.8,,,0.0,2.0,1.0,,,2.0,,13.0,,,1.0,73.0,,14.0,131.0,41.0,39.0,11.0,4.0,23.0,20.0,148.0,6.0,252.0,2.0,,31.0,11.0,78.0,2.0,360.0,,0.0,17.0,22.0,1.0,25.0,1.0,576.0,,,4.0,4.0,14.0,0.0,,,,66.0,2.0,2.0,,149.0,69.0,4.0,,76.0,,9.0
2010-11,321705,5,2010-09-18 15:00:00,41,Birmingham,Away,151.0,26.0,,2.0,2.0,3.0,,149.0,3.0,3.0,5.0,11.0,8.0,44.0,298.0,,,14.0,18.0,12.0,4.0,,,,,,,,1.0,,,,4.0,,,,,1.0,12.0,8.0,,,43.0,3.0,,9.0,,,3.0,5.0,,6.0,3.0,48.0,47.0,3.0,14.0,8.0,1.0,,,,,,93.0,10.0,12.0,1.0,,3.0,1.0,,1.0,,1.0,,1.0,,12.0,,2.0,,15.0,,12.0,9.0,2.0,,5.0,93.0,44.0,5.0,,2.0,3.0,3.0,,6.0,1.0,54.0,55.0,12.0,,,,,145.0,132.0,1.0,12.0,17.0,48.6,,,0.0,3.0,,,,1.0,,2.0,,,3.0,70.0,,5.0,157.0,43.0,27.0,7.0,,9.0,9.0,130.0,8.0,240.0,2.0,3.0,31.0,11.0,76.0,2.0,388.0,,0.0,5.0,21.0,2.0,20.0,1.0,549.0,,,2.0,,13.0,0.0,,,,58.0,1.0,,1.0,150.0,91.0,3.0,,89.0,,4.0
2010-11,321708,6,2010-09-25 15:00:00,41,Birmingham,Home,175.0,22.0,1.0,3.0,2.0,1.0,,150.0,3.0,1.0,9.0,4.0,8.0,48.0,322.0,,1.0,24.0,10.0,20.0,6.0,2.0,,1.0,,,1.0,1.0,,,1.0,,6.0,,,,,3.0,5.0,11.0,,,58.0,3.0,2.0,7.0,,4.0,11.0,2.0,,15.0,4.0,48.0,81.0,3.0,14.0,10.0,,,,,,,102.0,14.0,18.0,,,4.0,2.0,1.0,,,,,,,6.0,,1.0,2.0,18.0,,16.0,12.0,2.0,,9.0,109.0,58.0,7.0,,5.0,3.0,3.0,,8.0,,63.0,51.0,23.0,,,,,183.0,172.0,3.0,34.0,9.0,56.1,,,0.0,2.0,3.0,,,,1.0,6.0,,,3.0,70.0,,8.0,194.0,49.0,25.0,8.0,4.0,19.0,15.0,145.0,12.0,266.0,1.0,1.0,27.0,8.0,81.0,4.0,441.0,2.0,1.0,11.0,39.0,5.0,26.0,2.0,654.0,,,4.0,4.0,22.0,0.0,,,,58.0,1.0,2.0,,187.0,101.0,2.0,,95.0,1.0,7.0
2010-11,321717,7,2010-10-02 15:00:00,41,Birmingham,Home,130.0,17.0,2.0,5.0,3.0,4.0,,149.0,2.0,,7.0,13.0,13.0,44.0,274.0,,,22.0,17.0,16.0,4.0,,,1.0,,,,,1.0,,,,4.0,,,,,,9.0,4.0,,,42.0,1.0,3.0,9.0,1.0,6.0,11.0,8.0,,4.0,,40.0,45.0,1.0,15.0,9.0,,1.0,,,,,94.0,5.0,10.0,,,1.0,,,,,,,,,7.0,,2.0,,23.0,,17.0,13.0,2.0,,7.0,79.0,38.0,5.0,,2.0,2.0,,,5.0,1.0,48.0,56.0,40.0,,,,,167.0,148.0,1.0,15.0,14.0,49.0,,,0.0,2.0,,,,,1.0,3.0,,,2.0,73.0,,4.0,145.0,33.0,34.0,11.0,6.0,25.0,19.0,145.0,11.0,248.0,3.0,,38.0,13.0,75.0,4.0,368.0,1.0,0.0,6.0,13.0,5.0,25.0,0.0,557.0,,,6.0,6.0,10.0,0.0,,,,49.0,,,,145.0,87.0,,,87.0,1.0,13.0
2010-11,321727,8,2010-10-16 15:00:00,41,Birmingham,Away,176.0,20.0,1.0,3.0,2.0,4.0,,148.0,1.0,,5.0,12.0,14.0,32.0,321.0,,,15.0,12.0,12.0,4.0,2.0,,,,,,1.0,,,1.0,,4.0,,,,,2.0,13.0,7.0,,,52.0,1.0,2.0,17.0,,3.0,6.0,5.0,,10.0,3.0,52.0,51.0,1.0,11.0,7.0,1.0,1.0,,,,,73.0,11.0,16.0,1.0,,3.0,2.0,1.0,1.0,,1.0,,1.0,,7.0,,,1.0,16.0,,16.0,12.0,2.0,,5.0,90.0,42.0,7.0,,2.0,5.0,4.0,,7.0,,44.0,61.0,20.0,1.0,1.0,1.0,,148.0,136.0,,25.0,13.0,41.9,,,0.0,3.0,3.0,,,1.0,,3.0,,,2.0,66.0,,7.0,191.0,36.0,23.0,3.0,3.0,16.0,13.0,118.0,11.0,237.0,,,40.0,16.0,71.0,1.0,412.0,,0.0,9.0,23.0,3.0,16.0,2.0,586.0,,,,3.0,13.0,0.0,,,,78.0,1.0,1.0,,162.0,90.0,4.0,,82.0,,7.0
2010-11,321737,9,2010-10-23 15:00:00,41,Birmingham,Home,145.0,14.0,5.0,9.0,4.0,3.0,,242.0,4.0,2.0,2.0,15.0,16.0,40.0,378.0,,3.0,18.0,13.0,18.0,11.0,3.0,,1.0,,,1.0,1.0,,,,,14.0,,,1.0,,,10.0,9.0,,,55.0,2.0,10.0,6.0,,9.0,19.0,9.0,1.0,11.0,3.0,44.0,50.0,2.0,20.0,13.0,,,,,,,92.0,8.0,16.0,1.0,,2.0,,1.0,,,,,,,9.0,,2.0,,25.0,1.0,14.0,12.0,,,2.0,87.0,53.0,10.0,,7.0,7.0,4.0,,7.0,,75.0,55.0,19.0,,,,,162.0,145.0,3.0,19.0,22.0,54.2,1.0,,0.0,3.0,3.0,,,,1.0,9.0,,,3.0,114.0,,14.0,158.0,21.0,37.0,8.0,9.0,37.0,28.0,168.0,9.0,337.0,2.0,2.0,40.0,18.0,67.0,4.0,458.0,1.0,0.0,23.0,14.0,7.0,21.0,1.0,681.0,,,2.0,9.0,10.0,0.0,,,,80.0,1.0,1.0,1.0,155.0,110.0,1.0,,113.0,1.0,7.0
2010-11,321748,10,2010-10-31 12:00:00,41,Birmingham,Away,134.0,11.0,3.0,7.0,4.0,5.0,1.0,168.0,2.0,,3.0,10.0,13.0,24.0,295.0,,,22.0,19.0,29.0,5.0,5.0,,,,,,,,,,,9.0,,,,,2.0,6.0,3.0,,,50.0,3.0,5.0,1.0,,4.0,5.0,8.0,,12.0,2.0,47.0,64.0,3.0,13.0,7.0,,1.0,,,,,103.0,11.0,14.0,,,1.0,2.0,,,,,,,,9.0,,1.0,,10.0,,8.0,6.0,1.0,,3.0,99.0,39.0,1.0,,5.0,5.0,4.0,,1.0,,45.0,79.0,20.0,,,,,179.0,170.0,1.0,24.0,17.0,51.7,,,0.0,2.0,2.0,,,1.0,,5.0,,,1.0,65.0,,10.0,152.0,25.0,22.0,6.0,4.0,19.0,15.0,139.0,11.0,282.0,1.0,,47.0,15.0,70.0,,415.0,1.0,0.0,14.0,19.0,1.0,27.0,3.0,586.0,,,2.0,4.0,15.0,0.0,,,,62.0,,,,166.0,85.0,3.0,,102.0,,7.0
2010-11,321758,11,2010-11-06 15:00:00,41,Birmingham,Home,181.0,16.0,1.0,6.0,5.0,4.0,,185.0,6.0,,6.0,8.0,25.0,48.0,360.0,,,28.0,17.0,21.0,4.0,1.0,,,,,2.0,2.0,,,,,7.0,,,,,2.0,10.0,12.0,,,58.0,3.0,5.0,16.0,,3.0,4.0,11.0,1.0,14.0,3.0,67.0,56.0,3.0,7.0,1.0,,1.0,,,,,80.0,14.0,15.0,1.0,1.0,5.0,4.0,2.0,1.0,,1.0,1.0,,,11.0,1.0,,,2.0,1.0,16.0,13.0,1.0,,6.0,85.0,49.0,4.0,,1.0,5.0,5.0,,5.0,,45.0,64.0,33.0,,,,,149.0,144.0,,32.0,18.0,54.0,,1.0,0.0,3.0,4.0,,,2.0,,2.0,1.0,,3.0,78.0,,6.0,191.0,31.0,12.0,11.0,3.0,22.0,19.0,135.0,13.0,282.0,,,27.0,30.0,77.0,2.0,451.0,1.0,0.0,12.0,15.0,3.0,30.0,0.0,638.0,,,5.0,3.0,10.0,0.0,,,,57.0,2.0,2.0,2.0,151.0,124.0,,,119.0,,7.0
2010-11,321767,12,2010-11-09 19:45:00,41,Birmingham,Away,113.0,19.0,1.0,6.0,5.0,4.0,,145.0,5.0,1.0,3.0,10.0,12.0,37.0,252.0,,,20.0,31.0,21.0,8.0,1.0,,2.0,,,1.0,1.0,,,,,15.0,,,,,,17.0,5.0,,,50.0,6.0,5.0,9.0,,4.0,5.0,14.0,,9.0,2.0,59.0,54.0,6.0,17.0,10.0,1.0,,,,,,72.0,9.0,8.0,1.0,,1.0,,1.0,1.0,,1.0,1.0,,,11.0,2.0,1.0,1.0,28.0,1.0,7.0,3.0,1.0,,3.0,94.0,42.0,10.0,1.0,3.0,7.0,9.0,,6.0,,59.0,47.0,28.0,,,,,202.0,171.0,1.0,15.0,26.0,53.0,,2.0,0.0,3.0,,,,1.0,2.0,3.0,1.0,,1.0,56.0,,10.0,139.0,36.0,48.0,6.0,4.0,23.0,19.0,107.0,12.0,248.0,2.0,3.0,42.0,14.0,68.0,3.0,364.0,,0.0,17.0,20.0,2.0,26.0,0.0,582.0,,,4.0,4.0,13.0,0.0,,,,51.0,,1.0,,146.0,85.0,1.0,,82.0,2.0,15.0
2010-11,321780,13,2010-11-13 15:00:00,41,Birmingham,Away,128.0,19.0,2.0,2.0,,3.0,,114.0,2.0,,3.0,15.0,13.0,31.0,240.0,,,14.0,10.0,18.0,3.0,2.0,,2.0,,,1.0,1.0,,,,,4.0,,,,,1.0,9.0,15.0,,,52.0,2.0,,8.0,1.0,4.0,7.0,4.0,,4.0,1.0,40.0,53.0,2.0,15.0,10.0,,2.0,,,,,85.0,11.0,15.0,,,2.0,,1.0,,,,,,,16.0,,2.0,,21.0,,14.0,11.0,1.0,,3.0,101.0,46.0,6.0,,3.0,2.0,4.0,,8.0,,38.0,42.0,17.0,,,,,174.0,154.0,2.0,20.0,20.0,40.5,,,0.0,2.0,5.0,,,2.0,2.0,3.0,,,2.0,48.0,,5.0,140.0,40.0,35.0,9.0,4.0,15.0,11.0,108.0,11.0,214.0,2.0,,31.0,18.0,62.0,1.0,339.0,,0.0,7.0,18.0,3.0,17.0,0.0,516.0,,,2.0,4.0,11.0,0.0,,,,55.0,,,,147.0,69.0,1.0,,68.0,2.0,12.0
2010-11,321788,14,2010-11-20 15:00:00,41,Birmingham,Home,98.0,11.0,,1.0,1.0,2.0,,122.0,11.0,,2.0,7.0,15.0,20.0,219.0,,1.0,13.0,12.0,13.0,1.0,,,,,,,,,,,,2.0,,,,,1.0,21.0,11.0,,,51.0,6.0,1.0,10.0,,4.0,6.0,5.0,,8.0,7.0,41.0,32.0,6.0,27.0,16.0,,1.0,,,,,82.0,10.0,2.0,,,,,,1.0,,1.0,1.0,,,19.0,1.0,,1.0,29.0,,14.0,11.0,,,2.0,87.0,37.0,16.0,1.0,1.0,1.0,1.0,,7.0,,59.0,57.0,10.0,,,,,159.0,141.0,3.0,20.0,16.0,38.2,,2.0,0.0,5.0,4.0,,,3.0,,1.0,,,1.0,58.0,,2.0,117.0,28.0,45.0,2.0,3.0,14.0,11.0,111.0,10.0,207.0,1.0,,31.0,16.0,56.0,,310.0,,0.0,3.0,16.0,3.0,19.0,2.0,515.0,,,,4.0,13.0,0.0,,1.0,,68.0,1.0,,1.0,128.0,61.0,1.0,,53.0,,12.0
2010-11,321800,15,2010-11-27 15:00:00,41,Birmingham,Away,127.0,14.0,2.0,7.0,5.0,,,132.0,5.0,,,9.0,11.0,35.0,252.0,,,19.0,21.0,21.0,2.0,2.0,,2.0,,,,1.0,,,,,5.0,,,1.0,,,15.0,4.0,,,59.0,2.0,1.0,4.0,1.0,4.0,5.0,12.0,,17.0,2.0,56.0,54.0,2.0,15.0,5.0,,,,,,,101.0,10.0,12.0,,,1.0,,1.0,1.0,,1.0,1.0,,1.0,16.0,1.0,,1.0,21.0,1.0,24.0,16.0,4.0,,,112.0,42.0,8.0,1.0,4.0,1.0,2.0,,3.0,,53.0,52.0,27.0,,,,,215.0,193.0,2.0,21.0,31.0,41.0,1.0,,0.0,4.0,1.0,,,1.0,2.0,5.0,,,2.0,59.0,,5.0,144.0,41.0,37.0,8.0,4.0,21.0,17.0,135.0,9.0,248.0,,,42.0,13.0,79.0,3.0,371.0,,0.0,8.0,18.0,3.0,20.0,0.0,580.0,,,3.0,4.0,13.0,0.0,,,,69.0,1.0,,1.0,163.0,68.0,1.0,,71.0,3.0,22.0
2010-11,321808,16,2010-12-04 15:00:00,41,Birmingham,Home,121.0,17.0,2.0,8.0,6.0,3.0,,154.0,5.0,,2.0,15.0,7.0,31.0,267.0,,,31.0,24.0,22.0,7.0,3.0,,,,,,,,,,,8.0,,,,,3.0,9.0,5.0,,,55.0,4.0,1.0,16.0,,6.0,20.0,14.0,,5.0,3.0,67.0,59.0,4.0,13.0,8.0,1.0,,,,,,88.0,15.0,7.0,,,1.0,1.0,,1.0,,1.0,1.0,,,10.0,1.0,,1.0,14.0,,13.0,9.0,2.0,,2.0,102.0,44.0,11.0,1.0,7.0,4.0,4.0,,3.0,,56.0,74.0,32.0,,,,,189.0,175.0,2.0,24.0,22.0,49.3,,,0.0,2.0,1.0,,,,,9.0,,,3.0,87.0,,11.0,134.0,34.0,27.0,15.0,6.0,41.0,35.0,158.0,16.0,288.0,,,39.0,8.0,66.0,,381.0,,0.0,14.0,23.0,2.0,33.0,1.0,595.0,,,7.0,6.0,16.0,0.0,,,,51.0,2.0,1.0,1.0,177.0,78.0,2.0,,75.0,,6.0
2010-11,321826,17,2010-12-12 13:30:00,41,Birmingham,Away,140.0,21.0,,1.0,1.0,4.0,,125.0,6.0,2.0,3.0,5.0,5.0,43.0,264.0,,,28.0,23.0,25.0,1.0,,,,,1.0,,1.0,,,,,1.0,,,,,,11.0,6.0,,,42.0,7.0,,,,2.0,11.0,9.0,,8.0,5.0,48.0,46.0,7.0,13.0,9.0,,1.0,,,,,93.0,16.0,11.0,,,1.0,,1.0,,,,,,,8.0,,4.0,1.0,18.0,,13.0,6.0,1.0,,3.0,95.0,37.0,7.0,,1.0,,,,2.0,,41.0,62.0,29.0,,,,,200.0,183.0,1.0,18.0,11.0,54.1,,,0.0,5.0,2.0,,,,,3.0,,,3.0,60.0,,1.0,166.0,47.0,30.0,2.0,2.0,22.0,20.0,130.0,16.0,243.0,4.0,2.0,44.0,5.0,96.0,5.0,387.0,1.0,0.0,3.0,10.0,2.0,41.0,4.0,570.0,,,,2.0,7.0,0.0,,,,54.0,1.0,1.0,,162.0,89.0,1.0,,82.0,,8.0
2010-11,321828,18,2011-02-15 19:45:00,41,Birmingham,Home,127.0,11.0,1.0,7.0,6.0,4.0,1.0,153.0,3.0,1.0,4.0,24.0,6.0,46.0,273.0,,,22.0,20.0,26.0,10.0,2.0,,1.0,,,,,,,,,10.0,,,,,1.0,6.0,5.0,,,66.0,3.0,3.0,3.0,,4.0,12.0,9.0,,5.0,,46.0,67.0,2.0,19.0,12.0,,,,,,,95.0,14.0,13.0,,,1.0,1.0,,,,,,,,9.0,,,,25.0,,12.0,8.0,1.0,,4.0,83.0,38.0,6.0,,6.0,6.0,3.0,,3.0,,56.0,58.0,24.0,,,,,171.0,153.0,6.0,27.0,18.0,53.1,,,0.0,1.0,1.0,,,1.0,1.0,6.0,,,3.0,89.0,,12.0,140.0,23.0,36.0,17.0,4.0,26.0,22.0,150.0,11.0,252.0,,1.0,49.0,7.0,85.0,8.0,366.0,,0.0,12.0,15.0,,25.0,1.0,573.0,,,13.0,4.0,11.0,0.0,,,,52.0,1.0,1.0,,146.0,104.0,2.0,,64.0,1.0,13.0
2010-11,321842,19,2011-03-09 20:00:00,41,Birmingham,Away,92.0,8.0,,1.0,1.0,3.0,1.0,106.0,6.0,,,7.0,12.0,26.0,197.0,,,17.0,15.0,16.0,4.0,1.0,,,,,,,,,,,5.0,,,,,1.0,13.0,9.0,,,68.0,5.0,,6.0,,1.0,6.0,2.0,,11.0,4.0,46.0,43.0,5.0,23.0,11.0,,,,,,,91.0,14.0,8.0,,,1.0,2.0,,1.0,,1.0,1.0,,,10.0,1.0,1.0,2.0,28.0,,16.0,13.0,1.0,,,90.0,36.0,9.0,1.0,3.0,3.0,3.0,,8.0,,56.0,45.0,23.0,,,,,189.0,163.0,1.0,26.0,17.0,41.0,,3.0,0.0,4.0,4.0,,,,,3.0,,,2.0,60.0,,6.0,115.0,22.0,49.0,4.0,1.0,11.0,10.0,129.0,12.0,203.0,1.0,,29.0,15.0,70.0,3.0,307.0,,0.0,6.0,17.0,,22.0,3.0,536.0,,,2.0,1.0,11.0,0.0,,,,41.0,1.0,,1.0,156.0,59.0,,,51.0,,18.0
2010-11,321847,20,2010-12-28 20:00:00,41,Birmingham,Home,111.0,22.0,2.0,8.0,6.0,4.0,,162.0,2.0,,1.0,8.0,19.0,30.0,265.0,,1.0,25.0,16.0,9.0,7.0,,,,,1.0,,2.0,,,,,6.0,,,,,,7.0,7.0,,,66.0,1.0,4.0,6.0,,4.0,9.0,7.0,,10.0,1.0,48.0,32.0,1.0,14.0,6.0,,,,,,,91.0,11.0,11.0,,,3.0,1.0,2.0,1.0,,1.0,1.0,,,13.0,1.0,,1.0,8.0,,29.0,21.0,2.0,,1.0,108.0,39.0,4.0,1.0,4.0,4.0,2.0,,2.0,,70.0,53.0,27.0,,,,,182.0,178.0,4.0,21.0,33.0,42.7,,,0.0,2.0,1.0,,,1.0,,5.0,,,3.0,91.0,,8.0,123.0,38.0,18.0,7.0,3.0,20.0,17.0,163.0,13.0,283.0,,,40.0,21.0,70.0,,386.0,1.0,0.0,11.0,11.0,3.0,28.0,3.0,576.0,,,1.0,4.0,9.0,0.0,,,,75.0,1.0,,1.0,178.0,68.0,2.0,,65.0,,13.0
2010-11,321857,21,2011-01-01 17:30:00,41,Birmingham,Home,154.0,19.0,2.0,4.0,2.0,7.0,,143.0,2.0,,5.0,10.0,11.0,34.0,293.0,,,31.0,17.0,22.0,4.0,1.0,,,,,1.0,1.0,1.0,,,,3.0,,,1.0,,2.0,15.0,5.0,,,64.0,2.0,1.0,4.0,,4.0,6.0,7.0,,9.0,6.0,41.0,59.0,2.0,15.0,8.0,,,,,,,92.0,8.0,9.0,,,1.0,,1.0,,,,,,,9.0,,,,15.0,1.0,8.0,6.0,2.0,,6.0,96.0,43.0,5.0,,4.0,1.0,1.0,,1.0,1.0,44.0,77.0,22.0,,,,,188.0,181.0,2.0,25.0,26.0,50.4,1.0,,0.0,9.0,,,,,,5.0,,,3.0,81.0,,5.0,175.0,40.0,22.0,5.0,4.0,17.0,13.0,154.0,21.0,254.0,,,33.0,15.0,68.0,6.0,412.0,,0.0,7.0,27.0,,37.0,3.0,607.0,,,1.0,4.0,16.0,0.0,,,,73.0,1.0,1.0,,177.0,78.0,4.0,,84.0,,12.0
