season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickTotal,attIboxOwnGoal,attLgCentre,attOboxOwnGoal,attOneOnOne,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptedTackleFoul,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,backwardPass,ballRecovery,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedCross,blockedPass,blockedScoringAtt,challengeLost,clearanceOffLine,contentiousDecision,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,fiftyFifty,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsOpenplay,goodHighClaim,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,leftsidePass,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,outfielderBlock,overrun,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,putThrough,redCard,rightsidePass,savedIbox,savedObox,saves,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFiftyFifty,successfulFinalThirdPasses,successfulOpenPlayPass,successfulPutThrough,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,unsuccessfulTouch,winningGoal,wonContest,wonCorners,wonTackle,yellowCard,attFreekickPost,attFreekickTarget,attLgRight,attObxdLeft,attObxdRight,attPenMiss,attPenTarget,expectedAssists,expectedGoals,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,secondYellow,attLgLeft,expectedGoalsFreekick,totalDistance
2021-22,2210403,14,2021-11-30 20:15:00,2,Leeds,Home,223.0,17.0,3.0,3.0,,1.0,,158.0,10.0,,4.0,,1.0,19.0,378.0,,,13.0,9.0,12.0,6.0,2.0,2.0,,,,,,,,,11.0,1.0,,,,1.0,12.0,4.0,5.0,8.0,7.0,60.0,67.0,1.0,1.0,1.0,,15.0,9.0,18.0,,1.0,7.0,8.0,1.0,,7.0,1.0,63.0,53.0,,18.0,9.0,,,29.0,75.0,15.0,14.0,,,4.0,2.0,,175.0,,,,,,,10.0,,,,9.0,,12.0,12.0,1.0,,5.0,115.0,70.0,50.0,4.0,1.0,1.0,7.0,3.0,451.0,4.0,3.0,,85.0,50.0,23.0,,,,,1.0,158.0,158.0,5.0,24.0,33.0,61.9,,,,1.0,15.0,0.0,124.0,1.0,,1.0,1.0,,3.0,1.0,,3.0,14.0,88.0,357.0,9.0,9.0,249.0,37.0,18.0,18.0,7.0,18.0,11.0,,142.0,3.0,243.0,,,12.0,2.0,45.0,2.0,474.0,,0.0,15.0,23.0,,13.0,5.0,677.0,17.0,20.0,,4.0,7.0,9.0,0.0,,,,,,,,,,,,,,,
2021-22,2210413,15,2021-12-05 14:00:00,2,Leeds,Home,166.0,15.0,1.0,5.0,4.0,2.0,1.0,246.0,3.0,2.0,7.0,3.0,4.0,30.0,407.0,,,21.0,19.0,18.0,7.0,3.0,2.0,,,,,,,,,8.0,,,,,3.0,5.0,7.0,2.0,7.0,6.0,90.0,73.0,2.0,,2.0,1.0,16.0,3.0,9.0,,,5.0,13.0,14.0,,11.0,,57.0,52.0,1.0,18.0,7.0,,,21.0,66.0,11.0,8.0,1.0,,4.0,2.0,,166.0,2.0,,2.0,1.0,1.0,,5.0,1.0,,,7.0,,16.0,16.0,2.0,,8.0,125.0,64.0,32.0,1.0,,4.0,8.0,6.0,494.0,4.0,,,105.0,95.0,36.0,,,,,,170.0,170.0,7.0,24.0,33.0,63.1,,2.0,1.0,,16.0,0.0,129.0,1.0,,1.0,,,4.0,1.0,,3.0,10.0,123.0,394.0,7.0,12.0,198.0,42.0,18.0,15.0,5.0,34.0,29.0,,169.0,3.0,346.0,,2.0,13.0,4.0,65.0,7.0,510.0,,0.0,13.0,18.0,1.0,21.0,5.0,716.0,21.0,12.0,,8.0,5.0,11.0,0.0,,,,,,,,,,,,,,,
2021-22,2210425,16,2021-12-11 15:00:00,2,Leeds,Away,133.0,15.0,,2.0,2.0,1.0,,92.0,6.0,,6.0,1.0,3.0,17.0,223.0,,,21.0,16.0,8.0,6.0,,1.0,,,,2.0,,,,,7.0,1.0,,,,1.0,11.0,10.0,6.0,8.0,4.0,55.0,55.0,1.0,,2.0,,21.0,6.0,8.0,,1.0,2.0,6.0,1.0,,10.0,,57.0,50.0,,13.0,7.0,,,36.0,39.0,15.0,9.0,1.0,,4.0,1.0,2.0,131.0,1.0,,1.0,1.0,,,7.0,1.0,2.0,,7.0,,9.0,9.0,1.0,,6.0,66.0,42.0,18.0,5.0,,1.0,6.0,5.0,285.0,4.0,1.0,,44.0,27.0,16.0,2.0,2.0,2.0,,1.0,132.0,132.0,2.0,24.0,20.0,42.2,,3.0,,,21.0,0.0,52.0,3.0,,3.0,1.0,,1.0,,,3.0,10.0,49.0,211.0,9.0,7.0,168.0,38.0,13.0,18.0,2.0,10.0,8.0,,73.0,3.0,146.0,2.0,,9.0,3.0,49.0,4.0,304.0,,0.0,12.0,23.0,,28.0,5.0,493.0,16.0,13.0,,10.0,2.0,11.0,0.0,,1.0,,,,,,,,,,,,,
2021-22,2210440,17,2021-12-14 20:00:00,2,Leeds,Away,218.0,18.0,1.0,1.0,,,,56.0,9.0,,8.0,1.0,4.0,16.0,273.0,,,14.0,8.0,4.0,4.0,,,,,,1.0,,1.0,,,5.0,,,1.0,,,3.0,17.0,14.0,2.0,4.0,52.0,39.0,,,,2.0,18.0,1.0,17.0,,,2.0,2.0,2.0,,9.0,5.0,46.0,31.0,2.0,13.0,9.0,1.0,2.0,18.0,21.0,9.0,5.0,,,,,1.0,123.0,,,,,,,12.0,,,,9.0,1.0,7.0,7.0,1.0,,8.0,80.0,26.0,13.0,6.0,,1.0,3.0,3.0,313.0,7.0,5.0,,15.0,39.0,12.0,,,,,,98.0,98.0,,18.0,11.0,35.8,1.0,,,,18.0,0.0,83.0,4.0,4.0,8.0,,,2.0,,,3.0,10.0,29.0,253.0,7.0,4.0,248.0,40.0,13.0,11.0,2.0,6.0,4.0,,52.0,3.0,96.0,,,7.0,5.0,41.0,,338.0,,0.0,6.0,15.0,,16.0,1.0,487.0,10.0,9.0,,8.0,2.0,8.0,0.0,,1.0,,,,,,,,,,,,,
2021-22,2210443,18,2021-12-18 17:30:00,2,Leeds,Home,196.0,25.0,1.0,3.0,2.0,1.0,,119.0,5.0,2.0,6.0,1.0,3.0,24.0,312.0,,,23.0,11.0,6.0,5.0,1.0,1.0,1.0,,,,,1.0,,,7.0,1.0,,,,,6.0,14.0,7.0,4.0,5.0,75.0,59.0,1.0,1.0,1.0,1.0,17.0,1.0,6.0,,,1.0,6.0,2.0,,9.0,3.0,41.0,37.0,1.0,15.0,4.0,1.0,1.0,26.0,35.0,11.0,6.0,,,1.0,,,165.0,,,,,,,5.0,,,,4.0,,9.0,9.0,,,6.0,67.0,53.0,26.0,4.0,1.0,4.0,2.0,2.0,388.0,5.0,2.0,,35.0,64.0,20.0,,,,,1.0,136.0,136.0,4.0,24.0,23.0,50.9,,,,,17.0,0.0,98.0,5.0,3.0,8.0,,1.0,6.0,,,3.0,7.0,62.0,295.0,7.0,6.0,232.0,58.0,15.0,15.0,1.0,9.0,8.0,1.0,87.0,3.0,182.0,,2.0,9.0,3.0,49.0,,405.0,1.0,0.0,9.0,14.0,1.0,27.0,3.0,582.0,16.0,18.0,,11.0,1.0,4.0,0.0,,,,,,,,,,,,,,,
2021-22,2210454,19,2022-02-23 19:45:00,2,Leeds,Away,211.0,15.0,,,,3.0,,69.0,4.0,1.0,12.0,,3.0,21.0,280.0,,1.0,10.0,9.0,1.0,2.0,,,,,,,,,,,3.0,,,,,,8.0,16.0,7.0,1.0,2.0,61.0,82.0,,,,,16.0,,20.0,1.0,,,4.0,2.0,,7.0,2.0,47.0,38.0,,9.0,2.0,,,32.0,39.0,11.0,5.0,,,1.0,,,131.0,,,,,,,10.0,,,1.0,2.0,,15.0,15.0,2.0,,12.0,87.0,61.0,22.0,4.0,,1.0,1.0,2.0,354.0,3.0,1.0,,40.0,31.0,17.0,2.0,2.0,2.0,,,138.0,138.0,4.0,35.0,28.0,36.3,,,,,16.0,0.0,99.0,7.0,2.0,8.0,,,1.0,,,3.0,11.0,26.0,265.0,13.0,2.0,242.0,39.0,9.0,12.0,,6.0,6.0,,63.0,4.0,142.0,,1.0,16.0,4.0,65.0,6.0,378.0,,0.0,3.0,21.0,1.0,11.0,3.0,543.0,4.0,18.0,,11.0,,10.0,0.0,,,,,,,,,,,,,,,
2021-22,2210466,20,2022-03-10 19:45:00,2,Leeds,Home,190.0,28.0,,,,,,139.0,5.0,1.0,4.0,,1.0,31.0,329.0,,,19.0,9.0,6.0,3.0,,,,,,,,,,,4.0,,,,,,12.0,9.0,6.0,2.0,2.0,56.0,58.0,,,,2.0,17.0,1.0,18.0,,,3.0,7.0,4.0,,4.0,3.0,59.0,57.0,2.0,12.0,5.0,,,24.0,59.0,17.0,11.0,,,4.0,3.0,,149.0,,,,,,,5.0,,,,5.0,,6.0,6.0,,,4.0,112.0,51.0,30.0,5.0,,1.0,2.0,1.0,397.0,4.0,,,33.0,58.0,29.0,,,,,,144.0,144.0,5.0,25.0,24.0,50.9,,,,,17.0,0.0,102.0,2.0,4.0,6.0,1.0,,2.0,,,3.0,10.0,63.0,309.0,6.0,3.0,215.0,57.0,12.0,26.0,3.0,17.0,14.0,,116.0,1.0,221.0,,1.0,3.0,1.0,58.0,3.0,419.0,,0.0,4.0,25.0,,20.0,5.0,603.0,13.0,18.0,,15.0,3.0,18.0,0.0,,,,,,,,,,,,,,,
2021-22,2210476,21,2022-01-02 14:00:00,2,Leeds,Home,138.0,17.0,2.0,8.0,8.0,2.0,,125.0,7.0,,6.0,4.0,4.0,30.0,255.0,,,21.0,34.0,23.0,15.0,1.0,4.0,2.0,,,,,1.0,,,18.0,,1.0,,,,6.0,4.0,4.0,13.0,9.0,40.0,72.0,3.0,2.0,1.0,2.0,13.0,9.0,5.0,,,9.0,12.0,5.0,,7.0,1.0,63.0,59.0,2.0,21.0,7.0,,,27.0,48.0,11.0,7.0,1.0,,1.0,1.0,,160.0,2.0,,2.0,1.0,1.0,,9.0,2.0,,,7.0,1.0,10.0,10.0,,,6.0,75.0,64.0,30.0,3.0,1.0,6.0,12.0,7.0,337.0,2.0,2.0,,44.0,70.0,42.0,,,,,,156.0,156.0,4.0,31.0,30.0,55.3,1.0,,,2.0,13.0,0.0,85.0,1.0,,1.0,1.0,2.0,6.0,,,2.0,12.0,71.0,238.0,7.0,18.0,179.0,43.0,21.0,18.0,7.0,23.0,18.0,2.0,113.0,5.0,204.0,,,16.0,4.0,71.0,5.0,360.0,,0.0,22.0,18.0,4.0,21.0,2.0,574.0,23.0,15.0,,11.0,9.0,11.0,0.0,,,,,,,,,,,,,,,
2021-22,2210489,22,2022-01-16 14:00:00,2,Leeds,Away,201.0,17.0,2.0,6.0,4.0,1.0,1.0,127.0,7.0,,3.0,8.0,6.0,24.0,322.0,1.0,,23.0,24.0,17.0,10.0,2.0,2.0,,,,2.0,,,,1.0,12.0,,,,1.0,2.0,7.0,13.0,2.0,14.0,4.0,68.0,79.0,3.0,1.0,2.0,4.0,21.0,4.0,13.0,,1.0,3.0,9.0,3.0,,10.0,2.0,67.0,52.0,4.0,21.0,12.0,,,35.0,30.0,9.0,6.0,,,3.0,1.0,2.0,169.0,3.0,,2.0,2.0,1.0,,11.0,2.0,,,12.0,1.0,10.0,10.0,,,3.0,95.0,68.0,26.0,4.0,3.0,7.0,8.0,5.0,422.0,4.0,1.0,,65.0,61.0,23.0,,,,,,171.0,171.0,4.0,34.0,34.0,52.6,1.0,,,,21.0,0.0,110.0,2.0,1.0,3.0,,,9.0,1.0,,3.0,18.0,66.0,309.0,12.0,15.0,248.0,39.0,21.0,18.0,3.0,16.0,13.0,,92.0,1.0,210.0,,,34.0,8.0,73.0,1.0,442.0,2.0,0.0,18.0,23.0,2.0,24.0,2.0,652.0,31.0,16.0,,6.0,3.0,13.0,0.0,1.0,,,,,,,,,,,,,,
2021-22,2210496,23,2022-01-22 15:00:00,2,Leeds,Home,192.0,17.0,,3.0,3.0,,,188.0,5.0,1.0,5.0,1.0,1.0,24.0,377.0,,1.0,24.0,30.0,14.0,6.0,,4.0,,,,,,,,,9.0,,,,,,4.0,6.0,9.0,8.0,5.0,47.0,71.0,1.0,2.0,,1.0,14.0,5.0,9.0,,,6.0,9.0,8.0,,6.0,2.0,66.0,56.0,1.0,20.0,10.0,,,22.0,55.0,9.0,8.0,,,,,,158.0,,,,,,,5.0,,,,10.0,,7.0,7.0,1.0,,5.0,146.0,63.0,42.0,7.0,,2.0,4.0,4.0,460.0,8.0,1.0,,71.0,58.0,38.0,,,,,,153.0,153.0,6.0,34.0,26.0,63.0,,,,1.0,14.0,0.0,126.0,1.0,1.0,2.0,1.0,,4.0,1.0,,2.0,9.0,109.0,361.0,6.0,6.0,216.0,41.0,20.0,25.0,5.0,22.0,17.0,,169.0,3.0,283.0,,1.0,9.0,1.0,53.0,,477.0,1.0,0.0,13.0,21.0,3.0,24.0,4.0,676.0,38.0,15.0,,13.0,6.0,13.0,0.0,,,,,,,,,,,,,,,
2021-22,2210501,24,2022-02-09 20:00:00,2,Leeds,Away,217.0,13.0,2.0,3.0,1.0,1.0,,164.0,7.0,,8.0,1.0,,22.0,378.0,,,21.0,15.0,6.0,9.0,1.0,6.0,,,,,,,,,10.0,,1.0,,,,6.0,8.0,4.0,11.0,5.0,67.0,58.0,1.0,1.0,2.0,,18.0,3.0,9.0,,,11.0,12.0,3.0,1.0,6.0,2.0,55.0,23.0,,15.0,4.0,,,30.0,45.0,9.0,10.0,2.0,,2.0,2.0,,150.0,1.0,,1.0,1.0,,,7.0,2.0,1.0,,4.0,1.0,10.0,10.0,1.0,,8.0,117.0,68.0,47.0,6.0,,3.0,8.0,8.0,433.0,2.0,1.0,,82.0,63.0,33.0,,,,,,138.0,138.0,1.0,24.0,21.0,60.5,1.0,2.0,1.0,2.0,18.0,0.0,122.0,,1.0,2.0,,,5.0,1.0,,1.0,14.0,70.0,357.0,8.0,11.0,239.0,31.0,15.0,20.0,9.0,26.0,17.0,,103.0,3.0,243.0,1.0,,7.0,,41.0,2.0,456.0,1.0,0.0,16.0,3.0,,21.0,3.0,639.0,22.0,12.0,,4.0,11.0,2.0,0.0,,,,,,,,,,,,,,,
2021-22,2210514,25,2022-02-12 15:00:00,2,Leeds,Away,236.0,13.0,,1.0,1.0,,,139.0,7.0,,15.0,3.0,3.0,22.0,374.0,,,31.0,17.0,14.0,6.0,,1.0,,,,,,,,,6.0,,2.0,,,,5.0,11.0,10.0,2.0,5.0,56.0,71.0,,,,,24.0,3.0,7.0,,,3.0,10.0,1.0,,4.0,4.0,55.0,61.0,,19.0,5.0,,,24.0,40.0,9.0,8.0,,,,,,161.0,,,,,,,7.0,,,,5.0,2.0,13.0,13.0,1.0,,15.0,124.0,64.0,43.0,5.0,,4.0,2.0,,445.0,7.0,2.0,,51.0,64.0,22.0,,,,,,163.0,163.0,2.0,27.0,27.0,58.3,2.0,,,,24.0,0.0,126.0,4.0,3.0,7.0,1.0,,4.0,,,3.0,16.0,68.0,352.0,5.0,6.0,280.0,29.0,19.0,28.0,1.0,12.0,11.0,,95.0,2.0,199.0,,,13.0,5.0,45.0,,467.0,,0.0,7.0,29.0,1.0,34.0,1.0,715.0,13.0,32.0,,10.0,3.0,16.0,0.0,,,,,,,,,,,,,,,
2021-22,2210525,26,2022-02-20 14:00:00,2,Leeds,Home,198.0,25.0,,2.0,2.0,1.0,,124.0,4.0,,9.0,1.0,2.0,16.0,320.0,,1.0,14.0,7.0,4.0,12.0,,,1.0,,,,,,,,15.0,,,,,1.0,9.0,11.0,4.0,10.0,6.0,64.0,80.0,1.0,,1.0,,17.0,4.0,15.0,,1.0,3.0,6.0,1.0,,8.0,2.0,54.0,54.0,,16.0,5.0,1.0,,35.0,51.0,13.0,18.0,1.0,,3.0,1.0,,159.0,2.0,,1.0,2.0,,,4.0,2.0,,,5.0,,17.0,17.0,1.0,,9.0,105.0,52.0,30.0,3.0,,6.0,8.0,6.0,379.0,4.0,,,51.0,30.0,21.0,,,,,,142.0,142.0,9.0,29.0,33.0,54.5,,,,,17.0,0.0,81.0,3.0,2.0,5.0,1.0,1.0,6.0,,,3.0,19.0,67.0,292.0,8.0,14.0,232.0,57.0,16.0,19.0,2.0,10.0,8.0,1.0,106.0,1.0,187.0,,,4.0,3.0,43.0,4.0,409.0,,0.0,16.0,24.0,1.0,14.0,6.0,615.0,18.0,22.0,,8.0,3.0,12.0,0.0,,,,1.0,,,,,,,,,,,
2021-22,2210537,27,2022-02-26 12:30:00,2,Leeds,Home,144.0,11.0,,4.0,4.0,1.0,3.0,247.0,2.0,,8.0,1.0,3.0,15.0,387.0,,2.0,12.0,4.0,5.0,9.0,3.0,,,,,1.0,,,,,13.0,,,,2.0,5.0,13.0,13.0,2.0,12.0,7.0,47.0,50.0,1.0,2.0,,1.0,20.0,6.0,13.0,1.0,,3.0,7.0,10.0,,6.0,4.0,43.0,38.0,1.0,6.0,2.0,,,25.0,54.0,16.0,11.0,,,7.0,5.0,1.0,125.0,,,,,,,2.0,,1.0,,2.0,2.0,9.0,9.0,,,8.0,135.0,41.0,36.0,6.0,,8.0,4.0,3.0,434.0,3.0,,,78.0,96.0,32.0,,,,,,108.0,108.0,7.0,16.0,18.0,49.6,2.0,,,1.0,20.0,0.0,142.0,5.0,2.0,6.0,,,10.0,1.0,,3.0,13.0,125.0,372.0,11.0,12.0,156.0,20.0,6.0,9.0,3.0,25.0,22.0,,167.0,2.0,318.0,1.0,,3.0,3.0,24.0,,449.0,1.0,0.0,19.0,17.0,2.0,13.0,4.0,617.0,40.0,14.0,,5.0,3.0,6.0,0.0,1.0,,,,,,,,,,,,,,
2021-22,2210543,28,2022-03-05 12:30:00,2,Leeds,Away,187.0,20.0,3.0,6.0,3.0,2.0,,167.0,2.0,1.0,13.0,3.0,6.0,21.0,348.0,,1.0,30.0,19.0,11.0,13.0,2.0,7.0,1.0,,,,,,,,12.0,,,,,,5.0,3.0,4.0,16.0,3.0,58.0,70.0,1.0,1.0,,3.0,31.0,6.0,15.0,,1.0,10.0,7.0,9.0,,9.0,,69.0,53.0,3.0,20.0,12.0,,,35.0,77.0,12.0,9.0,,,1.0,1.0,,177.0,,,,,,,2.0,,1.0,,12.0,,7.0,7.0,3.0,,13.0,96.0,58.0,33.0,5.0,,6.0,9.0,4.0,418.0,3.0,2.0,,53.0,80.0,34.0,,,,,,150.0,150.0,6.0,24.0,26.0,49.0,,,,,31.0,0.0,102.0,1.0,2.0,3.0,1.0,1.0,9.0,2.0,,3.0,16.0,90.0,335.0,15.0,15.0,215.0,51.0,20.0,26.0,9.0,26.0,17.0,1.0,134.0,3.0,244.0,1.0,1.0,5.0,7.0,44.0,,433.0,,0.0,19.0,21.0,3.0,32.0,2.0,684.0,31.0,18.0,,12.0,10.0,8.0,0.0,,,,,,,,,,,,,,,
2021-22,2210557,29,2022-03-13 14:00:00,2,Leeds,Home,160.0,23.0,2.0,5.0,3.0,1.0,,160.0,1.0,1.0,4.0,7.0,6.0,31.0,315.0,,3.0,26.0,17.0,14.0,7.0,2.0,3.0,2.0,,,1.0,,,,1.0,9.0,,2.0,,,,14.0,5.0,7.0,10.0,3.0,55.0,84.0,4.0,4.0,1.0,,29.0,1.0,17.0,,2.0,6.0,17.0,,,5.0,1.0,64.0,59.0,,14.0,4.0,,,35.0,55.0,18.0,8.0,,,1.0,,1.0,174.0,2.0,,1.0,2.0,,,5.0,2.0,,,4.0,2.0,14.0,14.0,,,4.0,96.0,60.0,28.0,2.0,1.0,3.0,8.0,7.0,402.0,4.0,,,72.0,42.0,30.0,,,,,,164.0,164.0,10.0,33.0,36.0,52.5,2.0,,,,29.0,0.0,96.0,2.0,1.0,3.0,,2.0,5.0,,,3.0,20.0,92.0,302.0,17.0,11.0,195.0,44.0,14.0,16.0,4.0,21.0,17.0,2.0,138.0,3.0,247.0,,1.0,28.0,6.0,69.0,2.0,421.0,,0.0,13.0,28.0,7.0,27.0,3.0,644.0,35.0,27.0,,9.0,6.0,17.0,0.0,1.0,,,,,,,,,,,,,,
2021-22,2210570,30,2022-03-18 20:00:00,2,Leeds,Away,227.0,15.0,1.0,3.0,2.0,1.0,1.0,136.0,4.0,2.0,4.0,3.0,8.0,20.0,360.0,,3.0,18.0,10.0,14.0,8.0,,2.0,,,,1.0,,,,,11.0,,,2.0,,1.0,10.0,8.0,6.0,11.0,4.0,64.0,68.0,4.0,3.0,3.0,,21.0,2.0,14.0,,,5.0,7.0,3.0,1.0,8.0,2.0,53.0,62.0,,16.0,6.0,,,24.0,56.0,14.0,13.0,,,4.0,2.0,1.0,146.0,1.0,,,1.0,,,5.0,2.0,,,6.0,2.0,7.0,7.0,2.0,,4.0,105.0,60.0,32.0,2.0,2.0,6.0,3.0,6.0,428.0,2.0,,,67.0,34.0,26.0,,,,,,134.0,134.0,6.0,28.0,30.0,52.2,2.0,,3.0,1.0,21.0,0.0,133.0,3.0,3.0,6.0,,,7.0,1.0,,4.0,11.0,53.0,342.0,8.0,9.0,251.0,37.0,16.0,16.0,4.0,16.0,12.0,,91.0,2.0,213.0,,2.0,20.0,10.0,52.0,3.0,448.0,1.0,0.0,15.0,26.0,7.0,20.0,5.0,644.0,28.0,13.0,,9.0,5.0,17.0,0.0,,,,,,,,,,,,,,,
2021-22,2210575,31,2022-04-02 15:00:00,2,Leeds,Home,174.0,23.0,1.0,2.0,1.0,,,161.0,1.0,,7.0,5.0,2.0,24.0,333.0,,,19.0,18.0,32.0,7.0,1.0,1.0,2.0,,,,,,,,11.0,,,,,,8.0,10.0,4.0,7.0,5.0,61.0,84.0,1.0,1.0,1.0,2.0,23.0,7.0,14.0,1.0,,4.0,6.0,1.0,,5.0,3.0,55.0,61.0,2.0,33.0,14.0,,,45.0,58.0,14.0,7.0,,,1.0,1.0,,214.0,,,,,,,4.0,1.0,2.0,,14.0,1.0,10.0,10.0,1.0,,7.0,96.0,74.0,40.0,7.0,1.0,2.0,6.0,3.0,457.0,4.0,1.0,,45.0,51.0,35.0,,,,,,184.0,184.0,6.0,37.0,34.0,55.8,,2.0,,,23.0,0.0,99.0,4.0,1.0,4.0,,2.0,2.0,,,3.0,23.0,78.0,324.0,11.0,8.0,216.0,45.0,33.0,8.0,3.0,11.0,8.0,2.0,140.0,3.0,265.0,2.0,,21.0,4.0,55.0,,470.0,1.0,0.0,12.0,19.0,,22.0,1.0,682.0,37.0,25.0,,4.0,4.0,11.0,0.0,,,,,,,,,,,,,,,
2021-22,2210590,32,2022-04-09 15:00:00,2,Leeds,Away,154.0,17.0,2.0,3.0,1.0,2.0,,112.0,3.0,1.0,1.0,1.0,4.0,19.0,263.0,,,23.0,25.0,22.0,3.0,2.0,4.0,,,,,,,,,6.0,,,,,,7.0,3.0,5.0,6.0,4.0,67.0,99.0,,,1.0,1.0,25.0,,27.0,,,7.0,8.0,,,12.0,,85.0,88.0,1.0,19.0,7.0,,,36.0,65.0,12.0,8.0,,,,,,200.0,2.0,,,2.0,,,7.0,3.0,,,7.0,,18.0,18.0,,,1.0,75.0,87.0,37.0,3.0,3.0,3.0,4.0,5.0,392.0,,,,36.0,86.0,23.0,,,,,,207.0,207.0,4.0,51.0,43.0,51.8,,,,2.0,25.0,0.0,70.0,1.0,,1.0,1.0,,5.0,,,3.0,16.0,50.0,251.0,12.0,7.0,199.0,61.0,19.0,21.0,6.0,14.0,8.0,,113.0,3.0,227.0,,1.0,25.0,4.0,70.0,1.0,412.0,,0.0,10.0,46.0,1.0,26.0,0.0,650.0,10.0,22.0,,12.0,8.0,27.0,0.0,,,,,,,,,,,,,,,
2021-22,2210593,33,2022-05-11 19:30:00,2,Leeds,Home,219.0,14.0,,3.0,3.0,3.0,,82.0,5.0,1.0,8.0,4.0,5.0,19.0,298.0,,,16.0,12.0,10.0,3.0,,2.0,,,,,,,,,2.0,,,,,1.0,6.0,12.0,5.0,2.0,3.0,66.0,52.0,1.0,1.0,,,9.0,1.0,15.0,1.0,,1.0,4.0,2.0,,11.0,,53.0,43.0,,18.0,8.0,,1.0,22.0,33.0,10.0,13.0,,,2.0,2.0,,136.0,,,,,,,10.0,,,1.0,8.0,,10.0,10.0,1.0,,8.0,92.0,53.0,23.0,5.0,,3.0,,,349.0,3.0,1.0,,38.0,45.0,15.0,,,,,,124.0,124.0,1.0,23.0,20.0,32.1,,,,,9.0,0.0,85.0,1.0,,,,,4.0,,,3.0,9.0,22.0,279.0,5.0,3.0,248.0,27.0,18.0,10.0,,8.0,8.0,,49.0,7.0,139.0,,1.0,19.0,6.0,53.0,,379.0,,1.0,5.0,16.0,3.0,17.0,1.0,546.0,8.0,19.0,,4.0,1.0,10.0,0.0,,,,,,,,,,,,,,,
2021-22,2210606,34,2022-04-25 20:00:00,2,Leeds,Away,158.0,15.0,2.0,2.0,,1.0,,115.0,7.0,,15.0,2.0,6.0,17.0,271.0,,,20.0,26.0,19.0,6.0,2.0,3.0,,,,,,,,,5.0,,,,,,10.0,14.0,3.0,5.0,4.0,55.0,81.0,,,,1.0,21.0,3.0,24.0,,,3.0,5.0,2.0,,6.0,1.0,76.0,68.0,1.0,25.0,12.0,,,29.0,63.0,13.0,12.0,,,,,,174.0,,,,,,,8.0,,1.0,,12.0,,12.0,12.0,,,16.0,89.0,75.0,27.0,6.0,,3.0,5.0,2.0,370.0,4.0,,,43.0,54.0,23.0,,,,,,169.0,169.0,6.0,31.0,28.0,47.5,,,,1.0,21.0,0.0,74.0,7.0,,7.0,,,4.0,,,3.0,20.0,65.0,255.0,8.0,8.0,196.0,47.0,25.0,15.0,3.0,10.0,7.0,,114.0,3.0,206.0,1.0,,22.0,6.0,65.0,1.0,392.0,,0.0,9.0,29.0,1.0,25.0,2.0,616.0,11.0,20.0,,8.0,3.0,17.0,0.0,,,,,,,,,,,,,,,
