season,matchId,gameweek,kickoff,team_id,team,venue,accurateBackZonePass,accurateChippedPass,accurateCornersIntobox,accurateCross,accurateCrossNocorner,accurateFlickOn,accurateFreekickCross,accurateFwdZonePass,accurateGoalKicks,accurateKeeperSweeper,accurateKeeperThrows,accurateLaunches,accurateLayoffs,accurateLongBalls,accuratePass,accuratePullBack,accurateThroughBall,accurateThrows,aerialLost,aerialWon,attAssistOpenplay,attAssistSetplay,attCorner,attFastbreak,attFreekickGoal,attFreekickMiss,attFreekickPost,attFreekickTarget,attFreekickTotal,attIboxOwnGoal,attLgCentre,attObxdLeft,attObxdRight,attOpenplay,attPenGoal,attPostHigh,attPostLeft,attPostRight,attSetpiece,attemptsConcededIbox,attemptsConcededObox,attemptsIbox,attemptsObox,attendance,ballRecovery,blockedCross,blockedScoringAtt,challengeLost,clearanceOffLine,cornerTaken,crosses18yard,crosses18yardplus,defenderGoals,dispossessed,divingSave,duelLost,duelWon,effectiveBlockedCross,effectiveClearance,effectiveHeadClearance,errorLeadToGoal,errorLeadToShot,expectedAssists,expectedGoals,expectedGoalsFreekick,expectedGoalsOnTarget,expectedGoalsOnTargetConceded,finalThirdEntries,fkFoulLost,fkFoulWon,forwardGoals,foulThrowIn,fouledFinalThird,freekickCross,freekickTotal,fwdPass,goalAssist,goalAssistDeadball,goalAssistIntentional,goalAssistOpenplay,goalAssistSetplay,goalFastbreak,goalKicks,goalsAgainst,goalsFor,goalsOpenplay,goodHighClaim,ground,halfTimeAgainst,halfTimeFor,handBall,headClearance,hitWoodwork,interception,interceptionWon,interceptionsInBox,keeperGoals,keeperThrows,longPassOwnToOpp,longPassOwnToOppSuccess,lostCorners,midfielderGoals,offtargetAttAssist,ontargetAttAssist,ontargetScoringAtt,openPlayPass,opponent,opponent_id,outfielderBlock,ownGoals,passesLeft,passesRight,penAreaEntries,penGoalsConceded,penaltyConceded,penaltyFaced,penaltySave,penaltyWon,possLostAll,possLostCtrl,possWonAtt3rd,possWonDef3rd,possWonMid3rd,possessionPercentage,postScoringAtt,ptsDroppedWinningPos,ptsGainedLosingPos,punches,redCard,redCardsAgainst,redCardsFor,result,savedIbox,savedObox,saves,secondYellow,shieldBallOop,shotFastbreak,shotOffTarget,sixYardBlock,subsGoals,subsMade,successfulFinalThirdPasses,successfulOpenPlayPass,totalAttAssist,totalBackZonePass,totalChippedPass,totalClearance,totalContest,totalCornersIntobox,totalCross,totalCrossNocorner,totalFastbreak,totalFinalThirdPasses,totalFlickOn,totalFwdZonePass,totalHighClaim,totalKeeperSweeper,totalLaunches,totalLayoffs,totalLongBalls,totalOffside,totalPass,totalPullBack,totalRedCard,totalScoringAtt,totalTackle,totalThroughBall,totalThrows,totalYelCard,touches,touchesInOppBox,winningGoal,wonContest,wonCorners,wonTackle,yellowCard,attOneOnOne,attPenPost,attPenTarget,attemptedTackleFoul,backwardPass,bigChanceCreated,bigChanceMissed,bigChanceScored,blockedPass,contentiousDecision,leftsidePass,overrun,putThrough,rightsidePass,successfulPutThrough,unsuccessfulTouch,attOboxOwnGoal,fiftyFifty,successfulFiftyFifty,attLgLeft,attPenMiss,attLgRight,totalDistance
2023-24,2367639,11.0,2023-11-04 15:00:00,90,Burnley,Home,286.0,16.0,3.0,7.0,4.0,4.0,1.0,221.0,,,2.0,5.0,2.0,27.0,500.0,1.0,1.0,22.0,20.0,17.0,10.0,5.0,5.0,,,,,,,,,,,9.0,,,,,3.0,3.0,1.0,15.0,2.0,,43.0,,2.0,3.0,,12.0,12.0,9.0,,6.0,,44.0,52.0,,7.0,1.0,1.0,,,,,,,62.0,9.0,11.0,,,3.0,1.0,,161.0,,,,,,,,,,,,,,,,1.0,,8.0,8.0,,,2.0,69.0,36.0,1.0,,9.0,6.0,5.0,574.0,,,1.0,,88.0,54.0,39.0,,,,,,148.0,148.0,3.0,17.0,21.0,67.5,,,,,0.0,,,,1.0,,1.0,,2.0,,10.0,,,4.0,108.0,484.0,15.0,311.0,37.0,7.0,17.0,9.0,31.0,22.0,,155.0,7.0,311.0,,,21.0,2.0,56.0,2.0,591.0,3.0,0.0,17.0,15.0,1.0,27.0,0.0,772.0,38.0,,9.0,12.0,8.0,0.0,,,,2.0,110.0,2.0,3.0,,6.0,,165.0,1.0,15.0,155.0,6.0,11.0,,,,,,,
2023-24,2367649,12.0,2023-11-11 15:00:00,90,Burnley,Away,152.0,17.0,2.0,2.0,1.0,,,115.0,5.0,,3.0,3.0,1.0,27.0,265.0,1.0,,12.0,28.0,22.0,5.0,1.0,1.0,,,,,,,,,,,7.0,,,,,,12.0,4.0,4.0,4.0,,30.0,,,5.0,,3.0,3.0,2.0,,6.0,2.0,59.0,45.0,,32.0,19.0,,,,,,,,40.0,9.0,7.0,,,,1.0,,124.0,,,,,,,8.0,,,1.0,1.0,,,,,19.0,,10.0,10.0,2.0,,3.0,49.0,21.0,13.0,1.0,3.0,3.0,5.0,311.0,,,4.0,,41.0,40.0,15.0,,,,,,108.0,108.0,1.0,12.0,11.0,36.5,,,,2.0,0.0,,,,3.0,,3.0,,,,3.0,,,4.0,57.0,248.0,6.0,173.0,36.0,32.0,14.0,3.0,8.0,6.0,,87.0,5.0,169.0,1.0,,12.0,1.0,57.0,2.0,334.0,1.0,0.0,8.0,13.0,,17.0,1.0,499.0,14.0,,3.0,3.0,8.0,0.0,,,,5.0,48.0,,,,6.0,,78.0,2.0,15.0,84.0,6.0,7.0,,,,,,,
2023-24,2367659,13.0,2023-11-25 15:00:00,90,Burnley,Home,268.0,19.0,1.0,5.0,4.0,3.0,2.0,146.0,1.0,,4.0,10.0,4.0,31.0,409.0,,,11.0,22.0,20.0,5.0,3.0,2.0,1.0,,,,,,1.0,,,,5.0,1.0,,,,3.0,11.0,1.0,8.0,3.0,,64.0,,,13.0,,4.0,5.0,4.0,,11.0,1.0,66.0,48.0,,27.0,12.0,,,,,,,,45.0,11.0,6.0,1.0,,2.0,2.0,,155.0,,,,,,,6.0,,,,,,,,,12.0,,5.0,5.0,,,4.0,71.0,34.0,5.0,,6.0,2.0,5.0,482.0,,,5.0,1.0,49.0,36.0,18.0,,,,,1.0,143.0,143.0,4.0,26.0,30.0,50.9,,3.0,,2.0,0.0,,,,2.0,,2.0,,,1.0,6.0,,,3.0,56.0,402.0,8.0,297.0,32.0,27.0,14.0,4.0,15.0,11.0,1.0,83.0,6.0,214.0,,,33.0,6.0,71.0,2.0,496.0,,0.0,11.0,17.0,,15.0,1.0,686.0,20.0,,5.0,4.0,11.0,0.0,,,,5.0,92.0,1.0,1.0,1.0,13.0,,134.0,3.0,22.0,115.0,13.0,17.0,,,,,,,
2023-24,2367671,14.0,2023-12-02 15:00:00,90,Burnley,Home,210.0,13.0,3.0,5.0,2.0,1.0,,275.0,1.0,1.0,5.0,7.0,5.0,29.0,480.0,,,12.0,16.0,23.0,10.0,2.0,2.0,2.0,,,,,,,,,,16.0,,,1.0,,1.0,4.0,2.0,13.0,6.0,,52.0,1.0,6.0,6.0,,6.0,13.0,3.0,,5.0,1.0,42.0,58.0,1.0,9.0,6.0,,,,,,,,85.0,10.0,12.0,2.0,,3.0,2.0,,196.0,4.0,,3.0,4.0,,,4.0,,,5.0,,,,,,6.0,2.0,1.0,1.0,,,5.0,76.0,45.0,1.0,3.0,5.0,11.0,7.0,553.0,,,,,79.0,105.0,36.0,,,,,,136.0,136.0,7.0,18.0,22.0,63.6,1.0,,,1.0,0.0,,,,2.0,1.0,3.0,,,2.0,6.0,2.0,,5.0,161.0,469.0,16.0,229.0,30.0,9.0,20.0,5.0,23.0,18.0,2.0,209.0,3.0,364.0,,1.0,17.0,5.0,57.0,3.0,570.0,,0.0,19.0,10.0,2.0,14.0,2.0,727.0,47.0,,14.0,6.0,6.0,0.0,1.0,,,6.0,115.0,3.0,1.0,3.0,5.0,,125.0,1.0,15.0,134.0,5.0,11.0,,,,,,,
2023-24,2367686,15.0,2023-12-05 19:30:00,90,Burnley,Away,175.0,16.0,2.0,2.0,,,,164.0,3.0,2.0,2.0,,9.0,15.0,337.0,,,21.0,19.0,15.0,5.0,1.0,4.0,,,1.0,,,2.0,,,,,6.0,,,,,,5.0,2.0,4.0,8.0,,51.0,1.0,4.0,7.0,,8.0,10.0,3.0,,10.0,2.0,58.0,49.0,1.0,15.0,8.0,1.0,,,,,,,58.0,15.0,10.0,,,2.0,1.0,2.0,150.0,,,,,,,5.0,,,,1.0,,,,,8.0,,10.0,10.0,,,2.0,62.0,24.0,6.0,,1.0,5.0,3.0,415.0,,,,,69.0,62.0,29.0,,,,,,154.0,154.0,6.0,20.0,21.0,48.9,,,,,0.0,,,,1.0,2.0,3.0,,,,5.0,,,4.0,84.0,324.0,6.0,203.0,35.0,15.0,12.0,5.0,19.0,14.0,,128.0,6.0,252.0,1.0,2.0,22.0,10.0,52.0,,436.0,,0.0,12.0,19.0,,24.0,4.0,621.0,15.0,,5.0,8.0,11.0,0.0,,,,14.0,87.0,1.0,1.0,,10.0,,98.0,,21.0,101.0,10.0,18.0,,,,,,,
2023-24,2367689,16.0,2023-12-09 15:00:00,90,Burnley,Away,134.0,12.0,,,,1.0,,91.0,3.0,,4.0,2.0,1.0,14.0,225.0,,,8.0,19.0,15.0,3.0,,,1.0,,,,,,,,,,6.0,,,,,,23.0,6.0,5.0,1.0,,55.0,1.0,2.0,8.0,,1.0,4.0,2.0,,6.0,5.0,47.0,55.0,1.0,34.0,17.0,,1.0,,,,,,53.0,8.0,5.0,,,,,,125.0,1.0,,,1.0,,,13.0,,,1.0,3.0,,,,,17.0,,9.0,9.0,,,4.0,60.0,20.0,9.0,1.0,1.0,3.0,3.0,282.0,,,7.0,,35.0,36.0,12.0,,,,,,118.0,118.0,3.0,27.0,14.0,28.0,,2.0,,1.0,0.0,,,,9.0,1.0,10.0,,,1.0,1.0,1.0,,5.0,46.0,220.0,5.0,159.0,26.0,34.0,14.0,1.0,7.0,6.0,1.0,86.0,4.0,156.0,3.0,,32.0,1.0,65.0,1.0,308.0,,0.0,6.0,28.0,,12.0,4.0,488.0,11.0,,7.0,1.0,17.0,0.0,,,,6.0,62.0,1.0,2.0,,5.0,,65.0,,11.0,56.0,5.0,10.0,,,,,,,
2023-24,2367701,17.0,2023-12-16 17:30:00,90,Burnley,Home,256.0,20.0,1.0,3.0,2.0,1.0,1.0,207.0,3.0,1.0,7.0,6.0,6.0,27.0,460.0,1.0,1.0,17.0,24.0,22.0,9.0,2.0,3.0,,,,,,1.0,,,,,9.0,,,,,1.0,7.0,2.0,8.0,6.0,,43.0,1.0,9.0,5.0,,8.0,11.0,4.0,,7.0,3.0,50.0,57.0,1.0,18.0,6.0,,,,,,,,72.0,9.0,8.0,,,3.0,2.0,1.0,168.0,,,,,,,4.0,,,,3.0,,,,,6.0,1.0,2.0,2.0,,,7.0,48.0,30.0,6.0,,2.0,9.0,2.0,522.0,,,,,65.0,76.0,35.0,,,,,,137.0,137.0,3.0,18.0,12.0,62.1,,,,,0.0,,,,3.0,1.0,4.0,,,,3.0,2.0,,5.0,111.0,443.0,11.0,285.0,44.0,18.0,14.0,5.0,22.0,17.0,,152.0,7.0,279.0,3.0,1.0,24.0,6.0,61.0,,542.0,1.0,0.0,14.0,18.0,1.0,23.0,0.0,729.0,23.0,,9.0,8.0,9.0,0.0,,,,9.0,98.0,,,,11.0,,135.0,2.0,17.0,141.0,11.0,16.0,,,,,,,
2023-24,2367710,18.0,2023-12-23 15:00:00,90,Burnley,Away,170.0,11.0,4.0,6.0,2.0,3.0,,109.0,7.0,1.0,4.0,11.0,6.0,24.0,273.0,,,9.0,18.0,10.0,4.0,1.0,1.0,1.0,,,,,,,,,,5.0,,,,,1.0,15.0,4.0,4.0,3.0,,58.0,1.0,2.0,13.0,,6.0,5.0,5.0,,4.0,3.0,57.0,40.0,1.0,31.0,13.0,,,,,,,,44.0,17.0,5.0,,,,,,138.0,2.0,,1.0,2.0,,,10.0,,,2.0,1.0,,,,1.0,13.0,,9.0,9.0,1.0,,4.0,50.0,19.0,8.0,2.0,3.0,4.0,2.0,343.0,,,8.0,,37.0,41.0,22.0,,,,,,132.0,132.0,2.0,18.0,28.0,34.4,,,,2.0,0.0,,,,4.0,1.0,5.0,,,1.0,3.0,,,5.0,67.0,264.0,7.0,208.0,25.0,31.0,10.0,6.0,16.0,10.0,1.0,97.0,7.0,170.0,1.0,1.0,29.0,7.0,57.0,3.0,362.0,,0.0,7.0,21.0,1.0,15.0,1.0,557.0,15.0,,4.0,6.0,12.0,0.0,,,,14.0,65.0,,,,17.0,,79.0,,30.0,80.0,17.0,14.0,,,,,,,
2023-24,2367722,19.0,2023-12-26 17:30:00,90,Burnley,Home,95.0,16.0,2.0,6.0,4.0,,1.0,95.0,,1.0,4.0,4.0,4.0,18.0,184.0,,,11.0,31.0,15.0,6.0,1.0,2.0,1.0,,,,,,,,,,7.0,,,,,,12.0,7.0,5.0,4.0,,61.0,,1.0,13.0,,4.0,5.0,3.0,,7.0,6.0,65.0,64.0,,20.0,9.0,,1.0,,,,,,35.0,7.0,10.0,,,1.0,3.0,,122.0,,,,,,,8.0,,,,2.0,,,,,9.0,,10.0,10.0,1.0,,4.0,68.0,25.0,4.0,,6.0,1.0,,267.0,,,3.0,,50.0,28.0,22.0,,,,,,149.0,149.0,4.0,21.0,26.0,31.4,,,,,0.0,,,,6.0,2.0,8.0,,1.0,1.0,8.0,1.0,,4.0,44.0,175.0,7.0,124.0,27.0,20.0,21.0,4.0,15.0,11.0,1.0,79.0,3.0,183.0,2.0,1.0,32.0,4.0,64.0,1.0,292.0,1.0,0.0,9.0,25.0,,15.0,2.0,485.0,17.0,,14.0,4.0,13.0,0.0,,,,5.0,48.0,2.0,2.0,,7.0,,55.0,1.0,18.0,67.0,7.0,12.0,,,,,,,
2023-24,2367728,20.0,2023-12-30 15:00:00,90,Burnley,Away,99.0,10.0,,2.0,2.0,1.0,1.0,76.0,6.0,,4.0,6.0,,24.0,173.0,,1.0,9.0,11.0,14.0,4.0,,,,,,,,,,,,,7.0,,,,,1.0,13.0,6.0,7.0,2.0,,43.0,4.0,1.0,6.0,,2.0,5.0,2.0,,5.0,3.0,40.0,39.0,4.0,14.0,5.0,,,,,,,,47.0,14.0,8.0,2.0,,1.0,1.0,,100.0,2.0,,1.0,1.0,1.0,,13.0,,,1.0,,,,,1.0,5.0,,5.0,5.0,1.0,,4.0,54.0,25.0,6.0,,2.0,4.0,5.0,215.0,,,4.0,,35.0,28.0,16.0,1.0,1.0,1.0,,,105.0,105.0,3.0,19.0,10.0,34.3,,,,1.0,0.0,,,,2.0,2.0,4.0,1.0,,,3.0,,,4.0,39.0,160.0,6.0,117.0,21.0,14.0,9.0,2.0,10.0,8.0,,73.0,3.0,133.0,,,21.0,,59.0,6.0,240.0,,1.0,9.0,14.0,3.0,15.0,1.0,380.0,17.0,,4.0,2.0,7.0,0.0,,,,14.0,50.0,1.0,,1.0,10.0,,41.0,,21.0,49.0,10.0,8.0,,,,,,,
2023-24,2367742,21.0,2024-01-12 19:45:00,90,Burnley,Home,104.0,8.0,2.0,3.0,1.0,,,139.0,2.0,2.0,6.0,10.0,8.0,18.0,240.0,,,16.0,27.0,21.0,8.0,2.0,1.0,,,1.0,,,1.0,,,,,10.0,,,,,1.0,8.0,6.0,7.0,6.0,,53.0,3.0,,13.0,,2.0,6.0,1.0,,12.0,2.0,70.0,60.0,3.0,29.0,11.0,1.0,,,,,,,48.0,7.0,12.0,1.0,,3.0,1.0,1.0,147.0,,,,,,,4.0,,,1.0,3.0,,,,,11.0,,12.0,12.0,2.0,,6.0,67.0,24.0,8.0,,5.0,5.0,7.0,319.0,,,6.0,,46.0,50.0,22.0,,,,,,155.0,155.0,2.0,23.0,15.0,38.5,,2.0,,2.0,0.0,,,,3.0,1.0,4.0,,,,6.0,,,4.0,80.0,228.0,10.0,135.0,15.0,29.0,23.0,2.0,10.0,8.0,,113.0,7.0,217.0,5.0,2.0,46.0,8.0,65.0,1.0,342.0,1.0,0.0,13.0,17.0,2.0,25.0,1.0,560.0,22.0,,12.0,2.0,9.0,0.0,,,,6.0,57.0,,1.0,1.0,9.0,,57.0,,17.0,81.0,9.0,13.0,,,,,,,
2023-24,2367757,22.0,2024-01-31 19:30:00,90,Burnley,Away,129.0,7.0,1.0,2.0,1.0,,,72.0,3.0,1.0,5.0,6.0,1.0,12.0,199.0,,2.0,7.0,17.0,7.0,5.0,1.0,1.0,,,,,,,,,,,6.0,,,,,1.0,9.0,5.0,6.0,2.0,,47.0,,2.0,13.0,,3.0,3.0,2.0,1.0,5.0,1.0,53.0,35.0,,19.0,9.0,,,,,,,,29.0,13.0,3.0,,,1.0,,,111.0,1.0,,1.0,1.0,,,4.0,,,1.0,,,,,,9.0,,7.0,7.0,,,5.0,45.0,17.0,7.0,,3.0,4.0,3.0,253.0,,,6.0,,35.0,21.0,14.0,,,,,,107.0,107.0,1.0,21.0,14.0,25.9,,,,,0.0,,,,1.0,,1.0,,,,3.0,,,5.0,40.0,190.0,7.0,153.0,12.0,19.0,10.0,3.0,8.0,5.0,,60.0,1.0,125.0,2.0,1.0,30.0,1.0,42.0,3.0,270.0,,0.0,8.0,20.0,4.0,10.0,2.0,419.0,15.0,,5.0,3.0,9.0,0.0,1.0,,,13.0,50.0,2.0,1.0,1.0,11.0,,63.0,2.0,15.0,46.0,11.0,12.0,,,,,,,
2023-24,2367762,23.0,2024-02-03 15:00:00,90,Burnley,Home,174.0,11.0,2.0,4.0,2.0,2.0,1.0,115.0,2.0,2.0,7.0,6.0,5.0,17.0,285.0,,,11.0,27.0,24.0,6.0,2.0,2.0,1.0,,,,,,,,,,10.0,,,,,,12.0,3.0,9.0,3.0,,50.0,,4.0,,,2.0,6.0,2.0,,4.0,3.0,48.0,55.0,,30.0,16.0,,1.0,,,,,,46.0,11.0,7.0,,1.0,1.0,1.0,,129.0,1.0,,1.0,1.0,,1.0,4.0,,,2.0,2.0,,,,,16.0,,8.0,8.0,2.0,,8.0,65.0,27.0,13.0,,3.0,6.0,4.0,368.0,,,4.0,,45.0,35.0,21.0,,,,,,153.0,153.0,3.0,18.0,21.0,43.7,,,1.0,2.0,0.0,,,,4.0,1.0,5.0,,1.0,1.0,4.0,,2.0,5.0,54.0,277.0,9.0,195.0,21.0,30.0,15.0,2.0,11.0,9.0,2.0,97.0,5.0,198.0,2.0,2.0,31.0,5.0,53.0,1.0,382.0,1.0,0.0,12.0,15.0,2.0,26.0,2.0,584.0,24.0,,9.0,2.0,12.0,0.0,,,,11.0,62.0,1.0,,1.0,12.0,,97.0,3.0,21.0,94.0,12.0,18.0,,,,,,,
2023-24,2367771,24.0,2024-02-10 15:00:00,90,Burnley,Away,96.0,9.0,1.0,2.0,1.0,1.0,,91.0,2.0,1.0,5.0,10.0,2.0,19.0,185.0,,1.0,11.0,24.0,14.0,5.0,,1.0,,,,,,,,,,,6.0,,,,,2.0,18.0,7.0,7.0,2.0,,52.0,4.0,1.0,5.0,,3.0,2.0,2.0,1.0,13.0,3.0,64.0,55.0,4.0,38.0,19.0,,,,,,,,60.0,13.0,11.0,,,2.0,2.0,,130.0,1.0,1.0,1.0,,1.0,,8.0,,,,,,,,,19.0,,6.0,6.0,,,5.0,65.0,19.0,9.0,,3.0,3.0,4.0,249.0,,,9.0,,62.0,19.0,22.0,,,,,,138.0,138.0,1.0,16.0,22.0,29.2,,,,2.0,0.0,,,,7.0,,7.0,,,,4.0,,,3.0,51.0,175.0,6.0,118.0,17.0,38.0,25.0,3.0,9.0,6.0,,95.0,3.0,168.0,,1.0,41.0,3.0,67.0,2.0,277.0,,0.0,9.0,14.0,1.0,17.0,2.0,486.0,16.0,,16.0,3.0,9.0,0.0,,,,13.0,38.0,2.0,4.0,,9.0,,58.0,1.0,18.0,51.0,9.0,8.0,,,,,,,
2023-24,2367779,25.0,2024-02-17 15:00:00,90,Burnley,Home,153.0,10.0,2.0,5.0,3.0,,,84.0,3.0,,3.0,7.0,4.0,17.0,232.0,,,12.0,22.0,8.0,5.0,1.0,1.0,,,,,,,,,,,6.0,,,,,1.0,11.0,5.0,5.0,3.0,,48.0,,3.0,5.0,,4.0,4.0,3.0,,9.0,,51.0,44.0,,21.0,10.0,,,,,,,,45.0,11.0,8.0,,,2.0,1.0,,126.0,,,,,,,9.0,,,,,,,,,10.0,,6.0,6.0,3.0,,4.0,49.0,21.0,6.0,,4.0,2.0,,294.0,,,5.0,,43.0,21.0,17.0,1.0,1.0,1.0,,,131.0,131.0,3.0,19.0,21.0,34.9,,,,,0.0,,,,1.0,1.0,2.0,,1.0,,5.0,,,5.0,39.0,218.0,6.0,183.0,27.0,21.0,17.0,4.0,12.0,8.0,,78.0,1.0,145.0,,,22.0,4.0,56.0,5.0,316.0,1.0,0.0,8.0,17.0,,14.0,2.0,488.0,11.0,,11.0,4.0,8.0,0.0,,,,10.0,74.0,,,,9.0,,60.0,3.0,22.0,56.0,9.0,14.0,,,,,,,
2023-24,2367793,26.0,2024-02-24 15:00:00,90,Burnley,Away,167.0,5.0,,1.0,1.0,,,114.0,1.0,,3.0,2.0,,20.0,280.0,,,19.0,35.0,17.0,1.0,,,,,,,,,,,,,2.0,,,,,,10.0,5.0,2.0,,,36.0,1.0,1.0,7.0,,3.0,2.0,4.0,,8.0,1.0,68.0,48.0,1.0,32.0,19.0,,,,,,,,68.0,14.0,8.0,,,,,,144.0,,,,,,,10.0,,,,2.0,,,,,19.0,,3.0,3.0,1.0,,3.0,69.0,18.0,12.0,,1.0,,,360.0,,,3.0,,55.0,63.0,12.0,1.0,1.0,1.0,,,154.0,154.0,1.0,15.0,12.0,44.2,,,,1.0,0.0,,,,2.0,1.0,3.0,,2.0,,1.0,1.0,,5.0,61.0,269.0,1.0,192.0,23.0,32.0,14.0,2.0,8.0,6.0,,125.0,1.0,209.0,2.0,,30.0,,77.0,2.0,393.0,1.0,1.0,2.0,14.0,,21.0,1.0,555.0,7.0,,9.0,3.0,6.0,0.0,,,,13.0,58.0,,,,9.0,1.0,90.0,2.0,19.0,101.0,9.0,15.0,,,,,,,
2023-24,2367799,27.0,2024-03-03 13:00:00,90,Burnley,Home,239.0,16.0,1.0,7.0,6.0,1.0,1.0,265.0,3.0,,1.0,5.0,8.0,20.0,497.0,1.0,1.0,26.0,24.0,26.0,14.0,,4.0,,,,,1.0,1.0,,,,,15.0,,,,,,8.0,2.0,11.0,9.0,,53.0,1.0,6.0,6.0,,7.0,19.0,3.0,,13.0,1.0,57.0,68.0,1.0,12.0,5.0,,,,,,,,65.0,8.0,13.0,,,4.0,2.0,1.0,201.0,,,,,,,7.0,,,,,,,,,5.0,,2.0,2.0,1.0,,1.0,77.0,44.0,2.0,,6.0,8.0,6.0,579.0,,,1.0,,82.0,64.0,40.0,,,,,,172.0,172.0,5.0,25.0,19.0,74.7,,,,,0.0,,,,1.0,,1.0,,2.0,,8.0,,,4.0,128.0,473.0,14.0,268.0,31.0,12.0,17.0,2.0,26.0,24.0,,182.0,3.0,366.0,,,23.0,8.0,52.0,2.0,608.0,2.0,0.0,20.0,19.0,1.0,29.0,2.0,811.0,43.0,,10.0,7.0,10.0,0.0,,,,7.0,119.0,2.0,2.0,,9.0,,137.0,1.0,25.0,151.0,9.0,16.0,,,,,,,
2023-24,2367816,28.0,2024-03-10 14:00:00,90,Burnley,Away,155.0,24.0,,,,,,144.0,3.0,1.0,4.0,2.0,2.0,26.0,299.0,,,15.0,32.0,16.0,8.0,,,1.0,,,,1.0,1.0,,1.0,,,9.0,,,,,1.0,16.0,6.0,3.0,8.0,,63.0,,6.0,11.0,,3.0,5.0,1.0,,5.0,1.0,76.0,54.0,,30.0,12.0,,,,,,,,63.0,18.0,11.0,1.0,,1.0,,1.0,171.0,,,,,,,13.0,,,1.0,,,,,1.0,12.0,,9.0,9.0,,,4.0,88.0,26.0,4.0,,1.0,7.0,4.0,393.0,,,5.0,,83.0,35.0,20.0,,,,,,171.0,171.0,1.0,24.0,29.0,48.4,,2.0,,,0.0,,,,1.0,1.0,2.0,,,1.0,1.0,,,3.0,67.0,287.0,8.0,186.0,40.0,30.0,21.0,2.0,8.0,6.0,1.0,116.0,2.0,250.0,,1.0,43.0,3.0,92.0,2.0,428.0,1.0,0.0,11.0,17.0,,19.0,4.0,614.0,22.0,,10.0,4.0,10.0,0.0,,,,18.0,68.0,1.0,1.0,,9.0,,99.0,,14.0,90.0,9.0,12.0,,,,,,,
2023-24,2367820,29.0,2024-03-16 15:00:00,90,Burnley,Home,111.0,16.0,,4.0,4.0,1.0,,259.0,1.0,2.0,3.0,6.0,2.0,22.0,366.0,,2.0,8.0,24.0,24.0,11.0,1.0,,,,,,,,,,,,16.0,1.0,,,,,8.0,1.0,10.0,7.0,,60.0,1.0,6.0,4.0,,5.0,12.0,5.0,,11.0,3.0,69.0,55.0,1.0,17.0,10.0,,1.0,,,,,,54.0,14.0,17.0,1.0,,2.0,1.0,,173.0,1.0,,1.0,1.0,,,2.0,,,1.0,1.0,,,,,10.0,,8.0,8.0,,,3.0,56.0,29.0,4.0,1.0,5.0,8.0,6.0,432.0,,,3.0,,101.0,39.0,37.0,,,,,1.0,158.0,158.0,11.0,16.0,26.0,60.5,,,,2.0,0.0,,,,4.0,,5.0,,,,5.0,,,3.0,175.0,348.0,13.0,143.0,27.0,17.0,21.0,2.0,20.0,18.0,,218.0,5.0,334.0,1.0,2.0,24.0,3.0,50.0,5.0,457.0,1.0,0.0,17.0,10.0,4.0,15.0,2.0,648.0,49.0,,5.0,5.0,7.0,0.0,,,,14.0,88.0,3.0,2.0,2.0,10.0,1.0,107.0,1.0,18.0,89.0,10.0,11.0,,,,,,,
2023-24,2367831,30.0,2024-03-30 15:00:00,90,Burnley,Away,91.0,26.0,4.0,8.0,5.0,,2.0,121.0,9.0,2.0,10.0,5.0,2.0,29.0,204.0,,,5.0,8.0,17.0,7.0,4.0,4.0,,,,,1.0,2.0,,,,,8.0,,1.0,,,3.0,22.0,11.0,14.0,4.0,,45.0,,5.0,16.0,,4.0,2.0,3.0,1.0,3.0,4.0,39.0,43.0,,26.0,11.0,,1.0,,,,,,49.0,7.0,11.0,,,5.0,2.0,2.0,123.0,2.0,1.0,1.0,1.0,1.0,,13.0,,,1.0,3.0,,,,,11.0,1.0,11.0,11.0,2.0,,12.0,52.0,26.0,12.0,1.0,5.0,8.0,7.0,243.0,,,10.0,,71.0,16.0,20.0,1.0,1.0,1.0,,,101.0,101.0,1.0,22.0,6.0,30.9,1.0,,1.0,,0.0,,,,8.0,3.0,11.0,1.0,,,6.0,,,4.0,67.0,183.0,13.0,107.0,32.0,26.0,11.0,4.0,10.0,7.0,,98.0,4.0,174.0,3.0,3.0,20.0,2.0,54.0,,271.0,1.0,1.0,18.0,10.0,2.0,10.0,2.0,456.0,32.0,,6.0,4.0,8.0,0.0,,,,7.0,43.0,2.0,4.0,,5.0,,56.0,2.0,9.0,49.0,5.0,15.0,,,,,,,
