season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,crossNotClaimed,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576125,11,2,Leeds_United,Home,917005,450070,Crysencio Summerville,crysencio-summerville,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576125,11,2,Leeds_United,Home,944184,473342,Stuart McKinstry,stuart-mckinstry,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576125,11,2,Leeds_United,Home,980647,450529,Lewis Bate,lewis-bate,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576106,12,2,Leeds_United,Away,44900,72222,Mateusz Klich,mateusz-klich,M,False,,,,14.0,12.0,26.0,,,4.0,,,,2.0,,,,5.0,,,,2.0,,,,,,,1.0,,59.0,,1.0,,,,,6.0,,6.3,,,,,1.0,1.0,,,,,18.0,12.0,30.0,0,,34.0,1.0,,,
2021-22,9576106,12,2,Leeds_United,Away,103117,80179,Adam Forshaw,adam-forshaw,M,False,,,5.0,22.0,23.0,45.0,1.0,,5.0,,,,2.0,,,,6.0,2.0,,,3.0,,,,,,,1.0,,72.0,,,,,,,5.0,,6.6,,,2.0,,3.0,,,,7.0,,25.0,24.0,49.0,2,1.0,58.0,1.0,1.0,,1.0
2021-22,9576106,12,2,Leeds_United,Away,786028,155405,Kalvin Phillips,kalvin-phillips,M,False,,,7.0,14.0,62.0,76.0,1.0,,11.0,,,,2.0,,,,5.0,6.0,,,,,,,,,3.0,,,90.0,1.0,3.0,,,,,16.0,,7.4,,,1.0,,,2.0,,,11.0,,25.0,63.0,88.0,2,4.0,113.0,2.0,2.0,,2.0
2021-22,9576106,12,2,Leeds_United,Away,828639,200617,Daniel James,daniel-james,M,False,,,,12.0,1.0,13.0,3.0,,1.0,,,3.0,1.0,,,,4.0,2.0,,,,,1.0,,,,1.0,1.0,,90.0,4.0,,,,,,15.0,,7.6,,,,,,1.0,7.0,,,,25.0,2.0,20.0,7,,40.0,1.0,1.0,1.0,
2021-22,9576106,12,2,Leeds_United,Away,944184,473342,Stuart McKinstry,stuart-mckinstry,M,True,,,,,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,2.0,,6.5,,,,,,,,,,,1.0,2.0,3.0,0,,5.0,,,,
2021-22,9576106,12,2,Leeds_United,Away,945806,462635,Joe Gelhardt,joe-gelhardt,M,False,,,,8.0,7.0,15.0,3.0,,4.0,,,1.0,1.0,,,1.0,8.0,8.0,,,1.0,,,,,,,,,87.0,2.0,,,,,,12.0,,7.0,,,1.0,,1.0,7.0,,,1.0,1.0,10.0,9.0,19.0,4,,40.0,5.0,3.0,5.0,
2021-22,9576106,12,2,Leeds_United,Away,950338,464618,Liam McCarron,liam-mccarron,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576106,12,2,Leeds_United,Away,980640,248937,Sam Greenwood,sam-greenwood,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576106,12,2,Leeds_United,Away,1020748,492374,Jack Jenkins,jack-jenkins,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576090,13,2,Leeds_United,Away,44900,72222,Mateusz Klich,mateusz-klich,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576090,13,2,Leeds_United,Away,103117,80179,Adam Forshaw,adam-forshaw,M,False,,,2.0,14.0,22.0,36.0,1.0,1.0,8.0,,,1.0,1.0,,,,4.0,10.0,,,2.0,,,,,,1.0,1.0,,90.0,,,,,,,7.0,,7.6,,,,,,,,,2.0,1.0,18.0,23.0,41.0,1,7.0,55.0,2.0,2.0,,3.0
2021-22,9576090,13,2,Leeds_United,Away,542472,80954,Rodrigo,rodrigo,M,False,1.0,,1.0,18.0,12.0,29.0,2.0,1.0,3.0,,,,1.0,,,1.0,4.0,1.0,,,,,,,,,,1.0,,90.0,,,,,,,10.0,,6.6,,,1.0,,2.0,,1.0,,3.0,,25.0,13.0,37.0,1,,45.0,1.0,,,
2021-22,9576090,13,2,Leeds_United,Away,786028,155405,Kalvin Phillips,kalvin-phillips,M,False,,,2.0,4.0,10.0,14.0,,2.0,4.0,,,,,,,,2.0,3.0,,,2.0,,,,,,2.0,,,45.0,,,,,,,8.0,,6.8,,,,,2.0,,,,5.0,,7.0,13.0,20.0,0,1.0,32.0,2.0,,,1.0
2021-22,9576090,13,2,Leeds_United,Away,828639,200617,Daniel James,daniel-james,M,False,,,,5.0,1.0,6.0,2.0,,1.0,,,,1.0,,,,4.0,3.0,,,1.0,,,,,,,1.0,,90.0,,,,,,,8.0,,6.9,,,2.0,,,2.0,,,,,8.0,2.0,10.0,2,,20.0,3.0,1.0,2.0,
2021-22,9576090,13,2,Leeds_United,Away,831005,219961,Raphinha,raphinha,M,False,,,2.0,9.0,11.0,20.0,,1.0,6.0,,,1.0,2.0,,,2.0,8.0,7.0,,,,,,,,,,,,90.0,,,,,,,21.0,,6.3,,,,,1.0,5.0,3.0,,4.0,,18.0,13.0,28.0,1,4.0,52.0,4.0,1.0,1.0,3.0
2021-22,9576090,13,2,Leeds_United,Away,945806,462635,Joe Gelhardt,joe-gelhardt,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576090,13,2,Leeds_United,Away,950338,464618,Liam McCarron,liam-mccarron,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576090,13,2,Leeds_United,Away,1020748,492374,Jack Jenkins,jack-jenkins,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576178,14,2,Leeds_United,Home,44900,72222,Mateusz Klich,mateusz-klich,M,False,,,,3.0,2.0,5.0,,,3.0,,,,1.0,,,,2.0,1.0,,,1.0,,,,,,1.0,,,45.0,,,,,,,6.0,,6.5,,,,,1.0,1.0,,,2.0,,6.0,4.0,10.0,0,,16.0,1.0,,1.0,
2021-22,9576178,14,2,Leeds_United,Home,103117,80179,Adam Forshaw,adam-forshaw,M,False,,,3.0,21.0,18.0,39.0,,1.0,8.0,,,,4.0,,,,8.0,7.0,,,3.0,,,,,,1.0,,,90.0,1.0,,,,,,6.0,,7.0,,,2.0,,2.0,1.0,,,3.0,1.0,24.0,19.0,43.0,3,4.0,57.0,1.0,2.0,,1.0
2021-22,9576178,14,2,Leeds_United,Home,542472,80954,Rodrigo,rodrigo,M,True,,,1.0,10.0,3.0,13.0,,,,,1.0,1.0,,,,,2.0,1.0,,,1.0,,,,,,1.0,1.0,,45.0,,,,,,,7.0,,6.3,,,,,,1.0,,,1.0,,13.0,4.0,17.0,1,,24.0,2.0,1.0,,
2021-22,9576178,14,2,Leeds_United,Home,786028,155405,Kalvin Phillips,kalvin-phillips,M,False,,,2.0,18.0,23.0,41.0,1.0,2.0,12.0,,,1.0,3.0,,,3.0,7.0,5.0,,,,,,,,,1.0,1.0,,90.0,,,,,,,17.0,,6.7,,,1.0,,3.0,,,,4.0,,26.0,26.0,52.0,2,3.0,71.0,2.0,,,1.0
2021-22,9576178,14,2,Leeds_United,Home,828639,200617,Daniel James,daniel-james,M,False,,,,14.0,2.0,16.0,2.0,,4.0,1.0,,4.0,1.0,,,,9.0,4.0,,,2.0,,,,,,1.0,2.0,,90.0,,,,,,,18.0,,6.6,,,,,,4.0,3.0,,,1.0,19.0,4.0,20.0,4,3.0,46.0,6.0,1.0,,1.0
2021-22,9576178,14,2,Leeds_United,Home,831005,219961,Raphinha,raphinha,M,False,1.0,,2.0,17.0,3.0,19.0,,2.0,6.0,,,1.0,2.0,,,3.0,10.0,7.0,,,,,1.0,,,,1.0,1.0,,90.0,1.0,,,,,,31.0,,6.5,,,,,1.0,6.0,8.0,,5.0,,32.0,7.0,31.0,2,1.0,64.0,3.0,3.0,1.0,
2021-22,9576178,14,2,Leeds_United,Home,917005,450070,Crysencio Summerville,crysencio-summerville,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576178,14,2,Leeds_United,Home,945806,462635,Joe Gelhardt,joe-gelhardt,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576178,14,2,Leeds_United,Home,1020748,492374,Jack Jenkins,jack-jenkins,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576122,15,2,Leeds_United,Home,44900,72222,Mateusz Klich,mateusz-klich,M,True,,,1.0,10.0,5.0,15.0,,,1.0,,,1.0,,,,1.0,2.0,,,,1.0,,,,,,,,,35.0,,,,,,,6.0,,6.3,,,,,,,3.0,,1.0,,15.0,5.0,17.0,1,,23.0,,,,
2021-22,9576122,15,2,Leeds_United,Home,103117,80179,Adam Forshaw,adam-forshaw,M,False,,,5.0,26.0,14.0,40.0,2.0,2.0,3.0,,,,,,,1.0,5.0,4.0,,,1.0,,,,,,2.0,2.0,,90.0,,,,,,,13.0,,6.8,,,,,,1.0,1.0,,6.0,,32.0,19.0,50.0,0,2.0,57.0,,,,1.0
2021-22,9576122,15,2,Leeds_United,Home,542472,80954,Rodrigo,rodrigo,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576122,15,2,Leeds_United,Home,786028,155405,Kalvin Phillips,kalvin-phillips,M,False,,,4.0,22.0,5.0,27.0,1.0,,2.0,,,,,,,,2.0,1.0,,,1.0,,,,,,,,,55.0,,,,,,,7.0,,6.6,,,1.0,,1.0,,,,7.0,,27.0,5.0,32.0,1,1.0,39.0,2.0,,,1.0
2021-22,9576122,15,2,Leeds_United,Home,828639,200617,Daniel James,daniel-james,M,False,,,,19.0,2.0,21.0,3.0,,6.0,,,,,,,2.0,7.0,4.0,,,2.0,,,,,,1.0,2.0,,90.0,,,,,,,13.0,,6.9,,,,,,,3.0,,,3.0,25.0,3.0,25.0,0,2.0,40.0,4.0,2.0,,1.0
2021-22,9576122,15,2,Leeds_United,Home,831005,219961,Raphinha,raphinha,M,False,4.0,,3.0,21.0,11.0,28.0,2.0,,6.0,1.0,,,2.0,,,2.0,8.0,7.0,,,1.0,1.0,,,,,2.0,5.0,,90.0,,,,,,,18.0,,8.0,,,1.0,,,4.0,9.0,,6.0,2.0,35.0,12.0,38.0,1,2.0,68.0,,2.0,3.0,1.0
2021-22,9576122,15,2,Leeds_United,Home,917005,450070,Crysencio Summerville,crysencio-summerville,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576122,15,2,Leeds_United,Home,1020748,492374,Jack Jenkins,jack-jenkins,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576139,16,2,Leeds_United,Away,44900,72222,Mateusz Klich,mateusz-klich,M,True,,,,7.0,5.0,12.0,,,5.0,,,2.0,,,,,3.0,2.0,,,3.0,,,,,,,,,31.0,,,,1.0,,,3.0,,6.2,,,,,,,,,,,8.0,6.0,14.0,2,1.0,20.0,1.0,1.0,,1.0
2021-22,9576139,16,2,Leeds_United,Away,103117,80179,Adam Forshaw,adam-forshaw,M,False,,,1.0,10.0,15.0,25.0,1.0,,5.0,,,,2.0,,,1.0,7.0,4.0,,,3.0,,,,,,2.0,1.0,,90.0,,1.0,,,,,12.0,,6.6,,,,,,,,,1.0,,12.0,21.0,33.0,0,3.0,47.0,3.0,1.0,,1.0
2021-22,9576139,16,2,Leeds_United,Away,828639,200617,Daniel James,daniel-james,M,False,,,,6.0,6.0,12.0,1.0,,4.0,,,,1.0,,,,4.0,7.0,,,,,,,,,,2.0,,88.0,,,,,,1.0,8.0,,7.2,,,,,,5.0,1.0,,1.0,1.0,11.0,7.0,17.0,0,2.0,29.0,,2.0,3.0,1.0
2021-22,9576139,16,2,Leeds_United,Away,831005,219961,Raphinha,raphinha,M,False,1.0,,1.0,14.0,5.0,18.0,,1.0,2.0,,,3.0,,,,4.0,6.0,6.0,,,1.0,,1.0,,,,,1.0,,81.0,2.0,,,1.0,,,13.0,,6.9,,,,,,3.0,3.0,,4.0,2.0,22.0,5.0,24.0,5,3.0,44.0,,,2.0,1.0
2021-22,9576139,16,2,Leeds_United,Away,917005,450070,Crysencio Summerville,crysencio-summerville,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576139,16,2,Leeds_United,Away,944184,473342,Stuart McKinstry,stuart-mckinstry,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576139,16,2,Leeds_United,Away,945806,462635,Joe Gelhardt,joe-gelhardt,M,True,,,,1.0,,1.0,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,9.0,1.0,,,,,,1.0,,7.5,,,,,,,,,,,1.0,,1.0,1,,3.0,1.0,,,
2021-22,9576139,16,2,Leeds_United,Away,950338,464618,Liam McCarron,liam-mccarron,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576139,16,2,Leeds_United,Away,1020748,492374,Jack Jenkins,jack-jenkins,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576407,17,2,Leeds_United,Away,44900,72222,Mateusz Klich,mateusz-klich,M,True,,,,9.0,10.0,19.0,,,3.0,,,,2.0,,,,4.0,3.0,,,2.0,,,,,,1.0,,,52.0,,,,,,,6.0,,6.4,,,1.0,,,1.0,,,,,13.0,10.0,23.0,1,2.0,32.0,2.0,,1.0,1.0
2021-22,9576407,17,2,Leeds_United,Away,103117,80179,Adam Forshaw,adam-forshaw,M,False,,,,3.0,24.0,27.0,,,2.0,,,,2.0,,,1.0,4.0,1.0,,1.0,1.0,,,,,,2.0,,,90.0,1.0,,,,,,5.0,,5.7,,,,,,,,,2.0,,5.0,26.0,31.0,1,1.0,36.0,,,,
2021-22,9576407,17,2,Leeds_United,Away,828639,200617,Daniel James,daniel-james,M,False,,,,1.0,6.0,7.0,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,45.0,,,,,,,4.0,,6.4,,,,,1.0,,1.0,,,,2.0,8.0,9.0,0,,13.0,,,,
2021-22,9576407,17,2,Leeds_United,Away,831005,219961,Raphinha,raphinha,M,False,1.0,,,6.0,11.0,16.0,,3.0,3.0,,,,3.0,,,2.0,7.0,6.0,,,1.0,,,,,,1.0,,,90.0,,,,,,,20.0,,5.8,,,,,3.0,2.0,1.0,,4.0,,12.0,15.0,26.0,0,2.0,49.0,3.0,1.0,1.0,2.0
2021-22,9576407,17,2,Leeds_United,Away,917005,450070,Crysencio Summerville,crysencio-summerville,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576407,17,2,Leeds_United,Away,945806,462635,Joe Gelhardt,joe-gelhardt,M,True,,,,3.0,5.0,8.0,,,3.0,,,,1.0,,,1.0,3.0,4.0,,,,,,,,,,,,45.0,,,,,,,4.0,,6.4,,,,,,2.0,,,1.0,,4.0,5.0,9.0,0,1.0,18.0,,2.0,1.0,1.0
2021-22,9576407,17,2,Leeds_United,Away,950338,464618,Liam McCarron,liam-mccarron,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576407,17,2,Leeds_United,Away,980640,248937,Sam Greenwood,sam-greenwood,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576407,17,2,Leeds_United,Away,1020748,492374,Jack Jenkins,jack-jenkins,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576378,18,2,Leeds_United,Home,44900,72222,Mateusz Klich,mateusz-klich,M,False,1.0,,,21.0,13.0,33.0,1.0,,2.0,1.0,,,,,,,3.0,3.0,,,,,,,,,,3.0,,78.0,,,,,,,9.0,,7.0,,,,,3.0,4.0,2.0,,,,27.0,14.0,39.0,0,1.0,53.0,,,2.0,
2021-22,9576378,18,2,Leeds_United,Home,103117,80179,Adam Forshaw,adam-forshaw,M,False,,,5.0,14.0,23.0,37.0,,,11.0,,,,2.0,,,2.0,4.0,7.0,1.0,,,,,,,,1.0,1.0,,90.0,,,,,,,9.0,,6.4,,,,,,2.0,,,6.0,,18.0,25.0,43.0,0,4.0,59.0,1.0,1.0,2.0,1.0
2021-22,9576378,18,2,Leeds_United,Home,831005,219961,Raphinha,raphinha,M,False,,,1.0,17.0,4.0,21.0,2.0,1.0,6.0,,,,3.0,,,1.0,10.0,4.0,,,2.0,,1.0,,,,1.0,,,90.0,1.0,,,,,,22.0,,6.5,,,3.0,,,4.0,1.0,,3.0,,29.0,7.0,35.0,4,1.0,52.0,2.0,,2.0,
2021-22,9576378,18,2,Leeds_United,Home,917005,450070,Crysencio Summerville,crysencio-summerville,M,True,,,,8.0,9.0,17.0,2.0,,6.0,,1.0,,,,,,2.0,2.0,,,,,,,,,1.0,1.0,,50.0,,,,,,,7.0,,6.6,,,1.0,,,1.0,,,,,12.0,11.0,23.0,1,1.0,28.0,1.0,,1.0,
2021-22,9576378,18,2,Leeds_United,Home,945806,462635,Joe Gelhardt,joe-gelhardt,M,False,,,,4.0,7.0,11.0,,,2.0,,,,,,,3.0,6.0,6.0,,,3.0,,,,,,,,,90.0,,,,,,1.0,10.0,,6.7,,,,,,1.0,,,,,9.0,8.0,17.0,0,,29.0,1.0,5.0,1.0,
2021-22,9576378,18,2,Leeds_United,Home,950338,464618,Liam McCarron,liam-mccarron,M,True,,,,,2.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,6.4,,,,,,,,,,,,2.0,2.0,0,,3.0,,,,
2021-22,9576378,18,2,Leeds_United,Home,980640,248937,Sam Greenwood,sam-greenwood,M,True,,,1.0,1.0,4.0,5.0,,,1.0,,,,,,,,1.0,,,,1.0,,,,,,,,,12.0,,,,,,,3.0,,6.5,,,,,,,1.0,,2.0,,3.0,4.0,6.0,0,,8.0,1.0,,,
2021-22,9576378,18,2,Leeds_United,Home,980647,450529,Lewis Bate,lewis-bate,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576378,18,2,Leeds_United,Home,1020747,469249,Nohan Kenneh,nohan-kenneh,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576378,18,2,Leeds_United,Home,1020748,492374,Jack Jenkins,jack-jenkins,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576378,18,2,Leeds_United,Home,1142335,547701,Archie Gray,archie-gray,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10114693,19,2,Leeds_United,Away,44900,72222,Mateusz Klich,mateusz-klich,M,False,,,2.0,3.0,9.0,12.0,1.0,,3.0,,,,1.0,,,,2.0,2.0,,,,,,,,,,,,45.0,,,,,,,7.0,,6.5,,,,,,1.0,,,3.0,,7.0,10.0,17.0,0,1.0,21.0,2.0,,1.0,1.0
2021-22,10114693,19,2,Leeds_United,Away,103117,80179,Adam Forshaw,adam-forshaw,M,False,,,1.0,10.0,33.0,43.0,,1.0,12.0,,,,2.0,,,,4.0,5.0,,,2.0,,,,,,2.0,,,90.0,1.0,,,,,,14.0,,6.5,,,,,,2.0,,,5.0,,17.0,37.0,54.0,1,1.0,67.0,2.0,1.0,2.0,1.0
2021-22,10114693,19,2,Leeds_United,Away,542472,80954,Rodrigo,rodrigo,M,False,,,1.0,8.0,5.0,13.0,,,4.0,,,,2.0,,,1.0,4.0,3.0,,,1.0,,,,,,1.0,,,45.0,,,,,,,6.0,,6.3,,,,,,1.0,,,1.0,,11.0,6.0,17.0,0,1.0,23.0,1.0,1.0,1.0,
2021-22,10114693,19,2,Leeds_United,Away,828639,200617,Daniel James,daniel-james,M,False,,,,3.0,4.0,7.0,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,61.0,,,,,,,3.0,,6.5,,,,,,,,,,,5.0,4.0,9.0,0,1.0,12.0,1.0,,,1.0
2021-22,10114693,19,2,Leeds_United,Away,831005,219961,Raphinha,raphinha,M,False,,,,5.0,7.0,12.0,1.0,,4.0,,,,4.0,,,,5.0,1.0,,,,,,,,,1.0,,,90.0,1.0,,,,,,15.0,,5.9,,,,,2.0,1.0,1.0,,5.0,2.0,15.0,8.0,22.0,1,,33.0,3.0,,1.0,
2021-22,10114693,19,2,Leeds_United,Away,917005,450070,Crysencio Summerville,crysencio-summerville,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10114693,19,2,Leeds_United,Away,945806,462635,Joe Gelhardt,joe-gelhardt,M,True,,,,2.0,2.0,4.0,2.0,,1.0,,,,2.0,,,,5.0,1.0,,,1.0,,,,,,,,,29.0,,,,,,,1.0,,6.3,,,,,,,,,,,2.0,3.0,5.0,0,,6.0,,1.0,,
2021-22,10114693,19,2,Leeds_United,Away,950338,464618,Liam McCarron,liam-mccarron,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10114693,19,2,Leeds_United,Away,980647,450529,Lewis Bate,lewis-bate,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10114693,19,2,Leeds_United,Away,1020747,469249,Nohan Kenneh,nohan-kenneh,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10144887,20,2,Leeds_United,Home,44900,72222,Mateusz Klich,mateusz-klich,M,True,,,1.0,10.0,6.0,16.0,,,6.0,,,,1.0,,,,2.0,1.0,,,,,,,,,1.0,,,23.0,,,,,,,7.0,,6.4,,,,,,1.0,,,4.0,,14.0,7.0,21.0,0,1.0,27.0,1.0,,,1.0
2021-22,10144887,20,2,Leeds_United,Home,103117,80179,Adam Forshaw,adam-forshaw,M,False,,,5.0,24.0,17.0,41.0,,,7.0,,,,1.0,,,,1.0,3.0,,,,,,,,,1.0,,,67.0,,,,,,,10.0,,6.9,,,,,,,1.0,,8.0,,29.0,21.0,49.0,0,3.0,58.0,1.0,,,2.0
2021-22,10144887,20,2,Leeds_United,Home,542472,80954,Rodrigo,rodrigo,M,False,,,,9.0,3.0,12.0,1.0,1.0,4.0,,,,1.0,,,,3.0,2.0,,,1.0,,,,,,,,,45.0,,,,,,,9.0,,6.4,,,,,,1.0,,,,,13.0,6.0,19.0,0,,22.0,2.0,,1.0,
2021-22,10144887,20,2,Leeds_United,Home,828639,200617,Daniel James,daniel-james,M,False,,,1.0,6.0,5.0,11.0,1.0,,4.0,,,,,,,1.0,6.0,9.0,,,2.0,,,,,,1.0,,,90.0,,,,,,,9.0,,6.7,,,,,,4.0,2.0,,2.0,2.0,9.0,6.0,13.0,0,3.0,31.0,2.0,4.0,2.0,1.0
2021-22,10144887,20,2,Leeds_United,Home,831005,219961,Raphinha,raphinha,M,False,,,4.0,17.0,7.0,24.0,,,3.0,,,,2.0,,,1.0,12.0,11.0,,,4.0,,,,,,1.0,,,90.0,,,,,,,28.0,,6.4,,,,,,9.0,6.0,,8.0,1.0,33.0,8.0,35.0,0,4.0,69.0,3.0,3.0,4.0,3.0
2021-22,10144887,20,2,Leeds_United,Home,917005,450070,Crysencio Summerville,crysencio-summerville,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,10144887,20,2,Leeds_United,Home,945806,462635,Joe Gelhardt,joe-gelhardt,M,True,,,,4.0,4.0,8.0,1.0,,,,,1.0,,,,1.0,4.0,2.0,,,2.0,,,,,,,,,45.0,1.0,,,,,,5.0,,6.6,,,,,,1.0,,,,,7.0,4.0,11.0,2,,18.0,1.0,1.0,1.0,
2021-22,10144887,20,2,Leeds_United,Home,980640,248937,Sam Greenwood,sam-greenwood,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576174,21,2,Leeds_United,Home,44900,72222,Mateusz Klich,mateusz-klich,M,False,1.0,,3.0,24.0,8.0,31.0,,1.0,9.0,,,,1.0,,,1.0,4.0,4.0,,,2.0,1.0,,,,,,7.0,,90.0,,,,,,,15.0,,7.3,,,,,,1.0,5.0,,5.0,,31.0,11.0,37.0,0,,53.0,2.0,2.0,1.0,
2021-22,9576174,21,2,Leeds_United,Home,103117,80179,Adam Forshaw,adam-forshaw,M,False,,,5.0,12.0,18.0,30.0,1.0,2.0,4.0,,,,,,,2.0,4.0,5.0,,,1.0,,,,,,2.0,,,90.0,,,,,,,16.0,,6.8,,,,,1.0,,1.0,,9.0,,20.0,22.0,41.0,0,2.0,56.0,1.0,1.0,,1.0
2021-22,9576174,21,2,Leeds_United,Home,828639,200617,Daniel James,daniel-james,M,True,2.0,,,3.0,1.0,2.0,,1.0,1.0,1.0,,,1.0,,,1.0,2.0,1.0,,,,,1.0,,,,,2.0,,28.0,1.0,,,,,,5.0,,7.4,,,,,,,3.0,,1.0,,6.0,2.0,5.0,1,,10.0,,,,
