season,matchId,gameweek,team_id,team,venue,playerId,pl_code,playerName,slug,position,substitute,accurateCross,accurateKeeperSweeper,accurateLongBalls,accurateOppositionHalfPasses,accurateOwnHalfPasses,accuratePass,aerialLost,aerialWon,ballRecovery,bigChanceCreated,bigChanceMissed,blockedScoringAttempt,challengeLost,clearanceOffLine,dispossessed,duelLost,duelWon,errorLeadToAGoal,errorLeadToAShot,fouls,goalAssist,goals,goalsPrevented,goodHighClaim,hitWoodwork,interceptionWon,keyPass,lastManTackle,minutesPlayed,onTargetScoringAttempt,outfielderBlock,ownGoals,penaltyConceded,penaltyFaced,penaltyMiss,penaltyWon,possessionLostCtrl,punches,rating,savedShotsFromInsideTheBox,saves,shotOffTarget,substitute.1,totalClearance,totalContest,totalCross,totalKeeperSweeper,totalLongBalls,totalOffside,totalOppositionHalfPasses,totalOwnHalfPasses,totalPass,totalShots,totalTackle,touches,unsuccessfulTouch,wasFouled,wonContest,wonTackle
2021-22,9576406,5,90,Burnley,Home,26989,44683,Jay Rodriguez,jay-rodriguez,F,True,,,,,,,1.0,3.0,,,,,,,1.0,2.0,3.0,,,,,,,,,,,,8.0,,,,,,,,2.0,,6.7,,,1.0,,,,,,,,1.0,,1.0,1,,4.0,,,,
2021-22,9576406,5,90,Burnley,Home,27028,44699,Ashley Barnes,ashley-barnes,M,False,,,,7.0,4.0,11.0,4.0,3.0,1.0,,,,,,2.0,8.0,4.0,,,2.0,,,,,,,,,57.0,,,,,,,,8.0,,6.6,,,2.0,,,,,,,1.0,12.0,4.0,16.0,2,,24.0,1.0,1.0,,
2021-22,9576406,5,90,Burnley,Home,49647,60551,Ashley Westwood,ashley-westwood,M,False,1.0,,4.0,27.0,18.0,44.0,1.0,2.0,6.0,,,2.0,1.0,,1.0,4.0,4.0,,,1.0,,,,,,2.0,1.0,,90.0,1.0,2.0,,,,,,19.0,,7.2,,,,,,,7.0,,8.0,,45.0,18.0,56.0,3,,76.0,,2.0,,
2021-22,9576406,5,90,Burnley,Home,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,False,,,,6.0,4.0,10.0,,,2.0,,,1.0,,,,1.0,,,,1.0,,,,,,,,,57.0,1.0,,,,,,,8.0,,6.8,,,1.0,,1.0,,3.0,,,,12.0,5.0,14.0,3,,25.0,1.0,,,
2021-22,9576406,5,90,Burnley,Home,50480,60689,Chris Wood,chris-wood,F,False,,,,9.0,1.0,10.0,6.0,5.0,1.0,,,,,,2.0,9.0,7.0,,,1.0,,,,,,,1.0,,82.0,,,,,,,,9.0,,6.8,,,1.0,,,,,,,3.0,14.0,2.0,16.0,1,1.0,25.0,1.0,1.0,,1.0
2021-22,9576406,5,90,Burnley,Home,58488,81183,Matěj Vydra,matej-vydra,F,True,,,,3.0,,3.0,,2.0,,,,,,,,2.0,2.0,,,,,,,,,,,,33.0,,,,,,,,5.0,,6.5,,,1.0,,1.0,2.0,,,,,4.0,,4.0,1,,10.0,2.0,,,
2021-22,9576406,5,90,Burnley,Home,67507,68983,Matthew Lowton,matthew-lowton,D,False,1.0,,2.0,13.0,10.0,22.0,,,4.0,,,,,,2.0,3.0,2.0,,,1.0,,,,,,2.0,2.0,,90.0,,1.0,,,,,,18.0,,7.1,,,,,4.0,,6.0,,4.0,,24.0,11.0,29.0,0,2.0,58.0,1.0,,,
2021-22,9576406,5,90,Burnley,Home,137774,51927,Ben Mee,ben-mee,D,False,,,6.0,17.0,27.0,44.0,4.0,3.0,7.0,,,,,,,4.0,3.0,,,,,,,,,2.0,1.0,,90.0,,,,,,,,15.0,,6.7,,,2.0,,1.0,,1.0,,15.0,,29.0,30.0,58.0,2,,66.0,,,,
2021-22,9576406,5,90,Burnley,Home,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,5.0,16.0,15.0,31.0,1.0,5.0,7.0,,,,1.0,,,2.0,6.0,,,,,,,,,5.0,,,90.0,,1.0,,,,,,13.0,,7.3,,,1.0,,4.0,,,,9.0,,27.0,17.0,44.0,1,1.0,58.0,,,,1.0
2021-22,9576406,5,90,Burnley,Home,162653,98747,Nick Pope,nick-pope,G,False,,1.0,11.0,10.0,3.0,13.0,,,17.0,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,8.0,,6.7,2.0,2.0,,,2.0,,,1.0,18.0,,15.0,5.0,20.0,0,,34.0,,,,
2021-22,9576406,5,90,Burnley,Home,166381,103914,Charlie Taylor,charlie-taylor,D,False,1.0,,1.0,16.0,11.0,26.0,3.0,4.0,5.0,,,,2.0,,1.0,7.0,7.0,,,1.0,,,,,,2.0,1.0,,90.0,,,,,,,,26.0,,6.7,,,,,1.0,,7.0,,3.0,,31.0,15.0,39.0,0,2.0,72.0,1.0,1.0,,1.0
2021-22,9576406,5,90,Burnley,Home,280439,149519,Maxwel Cornet,maxwel-cornet,F,True,1.0,,,10.0,5.0,14.0,,1.0,4.0,,,,,,2.0,2.0,4.0,,,,,,,,,1.0,1.0,,33.0,1.0,,,,,,,8.0,,6.9,,,,,,,1.0,,,,12.0,8.0,19.0,1,1.0,30.0,1.0,2.0,,1.0
2021-22,9576406,5,90,Burnley,Home,358394,172782,Josh Brownhill,josh-brownhill,M,False,,,4.0,28.0,13.0,41.0,2.0,1.0,7.0,,,1.0,,,1.0,5.0,5.0,,,1.0,,,,,,2.0,1.0,,90.0,,2.0,,,,,,7.0,,7.2,,,,,1.0,3.0,,,5.0,,31.0,15.0,46.0,1,1.0,58.0,,1.0,2.0,1.0
2021-22,9576406,5,90,Burnley,Home,935543,433154,Dwight McNeil,dwight-mcneil,M,False,4.0,,1.0,22.0,4.0,22.0,,,8.0,,,1.0,1.0,,2.0,5.0,6.0,,,1.0,,,,,,,3.0,,90.0,,,,,,,,28.0,,7.4,,,1.0,,,2.0,16.0,,3.0,,41.0,5.0,30.0,2,5.0,64.0,5.0,,1.0,
2021-22,9576406,5,90,Burnley,Home,958916,432830,Nathan Collins,nathan-collins,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576195,6,90,Burnley,Away,768,17997,Phil Bardsley,phil-bardsley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576195,6,90,Burnley,Away,9692,17349,Aaron Lennon,aaron-lennon,M,True,,,,1.0,,1.0,1.0,,1.0,,,,,,,1.0,1.0,,,,,,,,,,,,8.0,,,,,,,,1.0,,6.7,,,1.0,,,,,,,,1.0,1.0,2.0,1,1.0,4.0,,,,1.0
2021-22,9576195,6,90,Burnley,Away,16620,20066,Wayne Hennessey,wayne-hennessey,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576195,6,90,Burnley,Away,17063,39487,Erik Pieters,erik-pieters,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576195,6,90,Burnley,Away,20993,40145,Jack Cork,jack-cork,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576195,6,90,Burnley,Away,27028,44699,Ashley Barnes,ashley-barnes,M,True,,,,2.0,,2.0,4.0,3.0,1.0,,,,1.0,,2.0,9.0,5.0,,,2.0,,,,,,,,,15.0,1.0,,,,,,,4.0,,6.6,,,,,,,,,,,3.0,,3.0,1,1.0,10.0,,1.0,,
2021-22,9576195,6,90,Burnley,Away,49647,60551,Ashley Westwood,ashley-westwood,M,False,,,4.0,15.0,17.0,32.0,1.0,,5.0,,,1.0,,,1.0,3.0,4.0,,,1.0,,,,,,2.0,1.0,,90.0,,,,,,,,18.0,,7.0,,,,,,1.0,5.0,,8.0,,27.0,19.0,41.0,1,,58.0,2.0,3.0,1.0,
2021-22,9576195,6,90,Burnley,Away,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,True,1.0,,,8.0,1.0,8.0,,,3.0,,,,,,2.0,4.0,2.0,,,1.0,,,,,,,,,45.0,,1.0,,,,,,7.0,,6.3,,,,,,2.0,1.0,,2.0,,11.0,1.0,11.0,0,,21.0,,1.0,1.0,
2021-22,9576195,6,90,Burnley,Away,50480,60689,Chris Wood,chris-wood,F,False,,,1.0,10.0,1.0,11.0,4.0,5.0,2.0,,,,,,,4.0,8.0,,,,,,,,,,,,90.0,,3.0,,,,,,9.0,,7.2,,,1.0,,1.0,1.0,,,1.0,1.0,16.0,2.0,18.0,1,1.0,30.0,2.0,1.0,1.0,1.0
2021-22,9576195,6,90,Burnley,Away,58488,81183,Matěj Vydra,matej-vydra,F,False,,,,8.0,,8.0,5.0,,1.0,,,1.0,2.0,,1.0,10.0,4.0,,,1.0,1.0,,,,,,2.0,,75.0,1.0,,,,,,,7.0,,6.9,,,,,2.0,2.0,,,,2.0,10.0,,10.0,2,1.0,25.0,3.0,2.0,1.0,1.0
2021-22,9576195,6,90,Burnley,Away,67507,68983,Matthew Lowton,matthew-lowton,D,False,1.0,,5.0,14.0,3.0,16.0,1.0,,10.0,,,,1.0,1.0,,3.0,,,,,,,,,,1.0,2.0,,90.0,,3.0,,,,,,13.0,,7.4,,,,,5.0,1.0,2.0,,12.0,,22.0,4.0,24.0,0,,50.0,1.0,,,
2021-22,9576195,6,90,Burnley,Away,137774,51927,Ben Mee,ben-mee,D,False,,,3.0,7.0,13.0,20.0,1.0,2.0,3.0,,,,1.0,,,2.0,4.0,,,,,,,,,,,,90.0,,1.0,,,,,,7.0,,6.5,,,,,4.0,,,,7.0,,13.0,14.0,27.0,0,1.0,38.0,,1.0,,
2021-22,9576195,6,90,Burnley,Away,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,3.0,9.0,7.0,16.0,,4.0,2.0,,,,,,,1.0,5.0,,,1.0,,,,,,1.0,,,90.0,,2.0,,,,,,11.0,,6.9,,,,,4.0,,,,6.0,1.0,15.0,10.0,25.0,0,1.0,35.0,2.0,,,
2021-22,9576195,6,90,Burnley,Away,162653,98747,Nick Pope,nick-pope,G,False,,,7.0,7.0,2.0,9.0,,1.0,9.0,,,,1.0,,,1.0,1.0,,,,,,,2.0,,1.0,,,90.0,,,,,,,,18.0,,6.1,1.0,2.0,,,1.0,,,,24.0,,22.0,4.0,26.0,0,,34.0,,,,
2021-22,9576195,6,90,Burnley,Away,166381,103914,Charlie Taylor,charlie-taylor,D,False,,,2.0,10.0,11.0,21.0,2.0,3.0,4.0,,,,,,,4.0,5.0,,,1.0,,,,,,4.0,,,90.0,,1.0,,,,,,13.0,,6.7,,,,,2.0,1.0,,,6.0,,19.0,12.0,31.0,0,2.0,61.0,2.0,,,
2021-22,9576195,6,90,Burnley,Away,280439,149519,Maxwel Cornet,maxwel-cornet,F,False,,,,4.0,4.0,8.0,,,5.0,,,,,,1.0,2.0,1.0,,,,,1.0,,,,,,,45.0,1.0,,,,,,,8.0,,7.0,,,1.0,,1.0,2.0,1.0,,,,7.0,5.0,11.0,2,,21.0,2.0,,1.0,
2021-22,9576195,6,90,Burnley,Away,358394,172782,Josh Brownhill,josh-brownhill,M,False,,,,11.0,14.0,25.0,,,7.0,,,,2.0,,,3.0,3.0,,,,,,,,,1.0,1.0,,90.0,,,,,,,,12.0,,6.6,,,1.0,,4.0,1.0,,,6.0,,21.0,14.0,35.0,1,3.0,47.0,1.0,,,1.0
2021-22,9576195,6,90,Burnley,Away,935543,433154,Dwight McNeil,dwight-mcneil,M,False,,,5.0,10.0,6.0,16.0,1.0,,9.0,,,,2.0,,1.0,8.0,4.0,,,1.0,,,,,,1.0,,,87.0,,1.0,,,,,,14.0,,6.5,,,,,4.0,4.0,3.0,,6.0,,18.0,7.0,22.0,0,2.0,42.0,1.0,1.0,1.0,1.0
2021-22,9576195,6,90,Burnley,Away,958916,432830,Nathan Collins,nathan-collins,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576195,6,90,Burnley,Away,1033352,461102,Bobby Thomas,bobby-thomas,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576411,7,90,Burnley,Home,768,17997,Phil Bardsley,phil-bardsley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576411,7,90,Burnley,Home,9692,17349,Aaron Lennon,aaron-lennon,M,False,,,,7.0,3.0,10.0,,,5.0,,,1.0,5.0,,1.0,8.0,2.0,,,1.0,,,,,,,,,60.0,,1.0,,,,,,9.0,,6.0,,,,,,2.0,3.0,,,,11.0,4.0,12.0,1,,23.0,2.0,1.0,1.0,
2021-22,9576411,7,90,Burnley,Home,16620,20066,Wayne Hennessey,wayne-hennessey,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576411,7,90,Burnley,Home,17063,39487,Erik Pieters,erik-pieters,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576411,7,90,Burnley,Home,20993,40145,Jack Cork,jack-cork,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576411,7,90,Burnley,Home,26989,44683,Jay Rodriguez,jay-rodriguez,F,True,1.0,,,4.0,1.0,4.0,2.0,3.0,,,,1.0,1.0,,1.0,6.0,4.0,,,2.0,,,,,,,,,56.0,1.0,,,,,,,4.0,,6.7,,,1.0,,,,1.0,,,,5.0,1.0,5.0,3,1.0,15.0,2.0,,,1.0
2021-22,9576411,7,90,Burnley,Home,27028,44699,Ashley Barnes,ashley-barnes,M,True,,,,3.0,,3.0,1.0,1.0,,,,,,,,1.0,1.0,,,,,,,,,,,,10.0,,,,,,,,2.0,,6.6,,,,,,,,,,,5.0,,5.0,0,,5.0,,,,
2021-22,9576411,7,90,Burnley,Home,49647,60551,Ashley Westwood,ashley-westwood,M,False,3.0,,10.0,51.0,13.0,61.0,,,11.0,,,,2.0,,1.0,5.0,3.0,,,1.0,,,,,,1.0,2.0,,90.0,,,,,,,,24.0,,7.3,,,,,,1.0,7.0,,14.0,,70.0,15.0,78.0,0,3.0,96.0,1.0,,,1.0
2021-22,9576411,7,90,Burnley,Home,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,True,2.0,,,7.0,,5.0,2.0,1.0,1.0,1.0,,,,,,2.0,2.0,,,,,,,,,1.0,2.0,,30.0,,,,,,,,5.0,,7.2,,,,,,,5.0,,,,11.0,,6.0,0,1.0,14.0,,,,
2021-22,9576411,7,90,Burnley,Home,50480,60689,Chris Wood,chris-wood,F,False,,,1.0,8.0,2.0,10.0,,3.0,1.0,,,2.0,1.0,,,3.0,3.0,,,2.0,,,,,,,1.0,,80.0,,,,,,,,8.0,,6.6,,,1.0,,,,,,1.0,1.0,14.0,2.0,16.0,3,,22.0,2.0,,,
2021-22,9576411,7,90,Burnley,Home,58488,81183,Matěj Vydra,matej-vydra,F,False,,,,3.0,,3.0,2.0,1.0,1.0,,,,,,,4.0,3.0,,,1.0,,,,,,,,,34.0,1.0,,,,,,,2.0,,6.8,,,,,,2.0,,,,,3.0,,3.0,1,1.0,12.0,,,1.0,
2021-22,9576411,7,90,Burnley,Home,67507,68983,Matthew Lowton,matthew-lowton,D,False,,,5.0,26.0,16.0,42.0,1.0,1.0,9.0,,,1.0,,,,3.0,6.0,,,,,,,,,1.0,,,90.0,,,,,,,,37.0,,7.4,,,1.0,,3.0,3.0,5.0,,13.0,,53.0,21.0,69.0,2,4.0,109.0,2.0,,1.0,3.0
2021-22,9576411,7,90,Burnley,Home,96116,41674,Kevin Long,kevin-long,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576411,7,90,Burnley,Home,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,4.0,12.0,14.0,26.0,3.0,6.0,5.0,,,,,,1.0,5.0,6.0,,,1.0,,,,,,,,,90.0,,3.0,,,,,,10.0,,7.3,,,,,8.0,,,,7.0,,18.0,17.0,35.0,0,,47.0,,,,
2021-22,9576411,7,90,Burnley,Home,162653,98747,Nick Pope,nick-pope,G,False,,1.0,6.0,4.0,6.0,10.0,,2.0,15.0,,,,,,,,2.0,,1.0,,,,,2.0,,,,,90.0,,,,,,,,8.0,1.0,7.3,,2.0,,,2.0,,,1.0,13.0,,9.0,9.0,18.0,0,,36.0,,,,
2021-22,9576411,7,90,Burnley,Home,166381,103914,Charlie Taylor,charlie-taylor,D,False,2.0,,3.0,29.0,14.0,41.0,,2.0,8.0,,,,1.0,,1.0,3.0,5.0,,,1.0,,,,,,2.0,3.0,,90.0,,,,,,,,21.0,,7.5,,,,,2.0,2.0,12.0,,8.0,,46.0,15.0,49.0,0,1.0,81.0,1.0,,2.0,1.0
2021-22,9576411,7,90,Burnley,Home,358394,172782,Josh Brownhill,josh-brownhill,M,False,2.0,,3.0,37.0,12.0,47.0,,2.0,7.0,,,1.0,1.0,,,2.0,4.0,,,1.0,,,,,,2.0,4.0,,90.0,,,,,,,,10.0,,7.4,,,,,,1.0,4.0,,5.0,,44.0,14.0,54.0,1,1.0,65.0,1.0,,1.0,1.0
2021-22,9576411,7,90,Burnley,Home,365296,168399,Will Norris,will-norris,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576411,7,90,Burnley,Home,935543,433154,Dwight McNeil,dwight-mcneil,M,False,,,5.0,36.0,5.0,41.0,,,5.0,,1.0,,,,3.0,7.0,9.0,,,1.0,,,,,,,,,90.0,2.0,1.0,,,,,,23.0,,7.0,,,,,,10.0,8.0,,7.0,,50.0,5.0,47.0,2,,80.0,3.0,2.0,7.0,
2021-22,9576411,7,90,Burnley,Home,958916,432830,Nathan Collins,nathan-collins,D,False,,,2.0,7.0,21.0,28.0,4.0,5.0,9.0,,,1.0,1.0,,,7.0,7.0,,,2.0,,,,,,1.0,,,90.0,,,,,,,,8.0,,7.0,,,,,2.0,1.0,,,4.0,1.0,13.0,22.0,35.0,1,1.0,46.0,1.0,,1.0,
2021-22,9576230,8,90,Burnley,Away,768,17997,Phil Bardsley,phil-bardsley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576230,8,90,Burnley,Away,9692,17349,Aaron Lennon,aaron-lennon,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576230,8,90,Burnley,Away,16620,20066,Wayne Hennessey,wayne-hennessey,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576230,8,90,Burnley,Away,17063,39487,Erik Pieters,erik-pieters,D,False,,,4.0,13.0,13.0,26.0,,,6.0,,,,2.0,,,3.0,4.0,,,1.0,,,,,,,,,90.0,,1.0,,,,,,11.0,,6.7,,,,,2.0,,2.0,,6.0,,18.0,17.0,33.0,0,4.0,54.0,1.0,,,2.0
2021-22,9576230,8,90,Burnley,Away,20993,40145,Jack Cork,jack-cork,M,False,,,1.0,11.0,2.0,13.0,1.0,,2.0,,,,2.0,,1.0,4.0,1.0,,,,,,,,,,,,72.0,,,,,,,,7.0,,6.2,,,,,1.0,,,,1.0,,14.0,2.0,16.0,0,1.0,23.0,2.0,,,
2021-22,9576230,8,90,Burnley,Away,26989,44683,Jay Rodriguez,jay-rodriguez,F,True,,,,1.0,,1.0,1.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,8.0,,,,,,,,,,6.5,,,,,,,,,,,1.0,,1.0,0,,2.0,,1.0,,
2021-22,9576230,8,90,Burnley,Away,27028,44699,Ashley Barnes,ashley-barnes,M,True,,,,1.0,1.0,2.0,,1.0,1.0,,,1.0,,,,1.0,1.0,,,1.0,,,,,,,,,34.0,1.0,,,,,,,2.0,,6.7,,,1.0,,1.0,,,,,1.0,3.0,1.0,4.0,3,,8.0,,,,
2021-22,9576230,8,90,Burnley,Away,49647,60551,Ashley Westwood,ashley-westwood,M,False,,,4.0,20.0,17.0,37.0,,,7.0,,,,,,,,1.0,1.0,,,,,,,,2.0,1.0,,90.0,,,,,,,,12.0,,6.4,,,,,,1.0,1.0,,7.0,,27.0,19.0,45.0,0,,56.0,3.0,,1.0,
2021-22,9576230,8,90,Burnley,Away,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,True,,,,2.0,1.0,3.0,,,3.0,,,,,,,1.0,2.0,,,,,,,,,,,,18.0,,,,,,,,5.0,,6.5,,,,,,1.0,1.0,,,,5.0,2.0,6.0,0,,10.0,,2.0,,
2021-22,9576230,8,90,Burnley,Away,50480,60689,Chris Wood,chris-wood,F,False,,,,12.0,4.0,16.0,5.0,4.0,1.0,,1.0,,,,,6.0,4.0,,,,,,,,1.0,,,,82.0,,,,,,,,9.0,,6.3,,,1.0,,,1.0,1.0,,,1.0,17.0,5.0,21.0,1,,29.0,2.0,1.0,,
2021-22,9576230,8,90,Burnley,Away,67507,68983,Matthew Lowton,matthew-lowton,D,False,1.0,,3.0,13.0,8.0,20.0,,2.0,6.0,,,,2.0,,,3.0,6.0,,,,,,,,,2.0,1.0,,90.0,,,,,,,,15.0,,6.6,,,,,2.0,1.0,2.0,,11.0,,24.0,10.0,32.0,0,3.0,55.0,,1.0,,3.0
2021-22,9576230,8,90,Burnley,Away,96116,41674,Kevin Long,kevin-long,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576230,8,90,Burnley,Away,145188,17761,James Tarkowski,james-tarkovsky,D,False,,,9.0,12.0,14.0,26.0,,3.0,3.0,,,,,,,1.0,6.0,,,1.0,,,,,,1.0,,,90.0,,1.0,,,,,,8.0,,7.2,,,,,7.0,1.0,,,12.0,,18.0,16.0,34.0,0,2.0,47.0,,,1.0,2.0
2021-22,9576230,8,90,Burnley,Away,162653,98747,Nick Pope,nick-pope,G,False,,2.0,10.0,9.0,3.0,12.0,,1.0,11.0,,,,,,,,1.0,,,,,,,,,,,,90.0,,,,,,,,20.0,1.0,6.9,3.0,4.0,,,3.0,,,2.0,29.0,,27.0,4.0,31.0,0,,43.0,,,,
2021-22,9576230,8,90,Burnley,Away,280439,149519,Maxwel Cornet,maxwel-cornet,F,False,,,,7.0,,7.0,2.0,1.0,1.0,,1.0,,,,1.0,4.0,2.0,,,,,,,,,,,,56.0,1.0,1.0,,,,,,6.0,,6.5,,,1.0,,1.0,2.0,1.0,,,1.0,10.0,,9.0,2,,18.0,1.0,,1.0,
2021-22,9576230,8,90,Burnley,Away,358394,172782,Josh Brownhill,josh-brownhill,M,False,,,,15.0,4.0,19.0,1.0,1.0,4.0,,,,,,,3.0,3.0,,,1.0,,,,,,,,,90.0,,,,,,,,7.0,,6.4,,,1.0,,,1.0,,,1.0,,21.0,4.0,25.0,1,1.0,32.0,,1.0,,1.0
2021-22,9576230,8,90,Burnley,Away,365296,168399,Will Norris,will-norris,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576230,8,90,Burnley,Away,804613,192290,Connor Roberts,connor-roberts,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576230,8,90,Burnley,Away,935543,433154,Dwight McNeil,dwight-mcneil,M,False,1.0,,1.0,10.0,15.0,24.0,,,9.0,1.0,,,2.0,,2.0,6.0,6.0,,,,,,,,,1.0,2.0,,90.0,,,,,,,,15.0,,7.0,,,,,,4.0,4.0,,3.0,,16.0,18.0,30.0,0,2.0,56.0,2.0,2.0,2.0,2.0
2021-22,9576230,8,90,Burnley,Away,958916,432830,Nathan Collins,nathan-collins,D,False,,,2.0,8.0,14.0,22.0,1.0,4.0,7.0,1.0,,,1.0,,,3.0,9.0,,1.0,1.0,,,,,,4.0,1.0,,90.0,,1.0,,,,,,10.0,,7.2,,,,,5.0,,,,7.0,,16.0,15.0,31.0,0,4.0,49.0,1.0,2.0,,3.0
2021-22,9576115,9,90,Burnley,Away,768,17997,Phil Bardsley,phil-bardsley,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576115,9,90,Burnley,Away,9692,17349,Aaron Lennon,aaron-lennon,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576115,9,90,Burnley,Away,16620,20066,Wayne Hennessey,wayne-hennessey,G,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576115,9,90,Burnley,Away,17063,39487,Erik Pieters,erik-pieters,D,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576115,9,90,Burnley,Away,20993,40145,Jack Cork,jack-cork,M,False,,,,13.0,6.0,19.0,2.0,2.0,3.0,,,,,,2.0,6.0,3.0,,,2.0,,,,,,1.0,,,70.0,,,,,,,,11.0,,6.0,,,,,1.0,,,,3.0,,17.0,8.0,25.0,0,,35.0,3.0,1.0,,
2021-22,9576115,9,90,Burnley,Away,26989,44683,Jay Rodriguez,jay-rodriguez,F,True,,,,,,,3.0,2.0,,,,,,,1.0,5.0,2.0,,,1.0,,,,,,,,,20.0,1.0,,,,,,,5.0,,6.6,,,1.0,,,,1.0,,,,3.0,1.0,3.0,2,,8.0,,,,
2021-22,9576115,9,90,Burnley,Away,27028,44699,Ashley Barnes,ashley-barnes,M,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,
2021-22,9576115,9,90,Burnley,Away,49647,60551,Ashley Westwood,ashley-westwood,M,False,1.0,,2.0,15.0,10.0,24.0,,,5.0,,,,1.0,,,3.0,1.0,,,2.0,1.0,,,,,1.0,2.0,,90.0,,,,,,,,17.0,,6.8,,,1.0,,,1.0,5.0,,5.0,,26.0,14.0,35.0,1,,46.0,2.0,,1.0,
2021-22,9576115,9,90,Burnley,Away,49805,60586,Jóhann Guðmundsson,johann-gumundsson,M,True,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,12.0,1.0,,,,,,,,,6.7,,,,,,,,,,,,,,1,,2.0,,,,
2021-22,9576115,9,90,Burnley,Away,50480,60689,Chris Wood,chris-wood,F,False,,,,8.0,3.0,11.0,2.0,9.0,1.0,,,,1.0,,1.0,6.0,10.0,,,2.0,,,,,,,,,89.0,1.0,,,,,,,16.0,,6.8,,,,,,,,,,,20.0,4.0,24.0,1,,33.0,2.0,1.0,,
2021-22,9576115,9,90,Burnley,Away,58488,81183,Matěj Vydra,matej-vydra,F,True,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0,,2.0,,,,
